4480.19981384 D 9 1
9472.30005264 C 18 1
2238.19994926 C 7 1
8133.69989395 C 10 1
5098.50001335 C 13 1
3129.30011749 C 5 1
3587.30006218 D 15 1
4043.10011864 C 16 1
4765.99979401 D 12 1
5961.8999958 C 6 1
16088.9000893 C 17 1
6274.90019798 C 2 1
6971.49991989 C 14 1
2788.30003738 C 4 1
34499.0000725 C 11 1
8762.00008392 C 3 1
11946.199894 C 8 1
6753.29995155 C 1 1
5461.19999886 C 9 2
2074.10001755 C 18 2
1495.00012398 C 7 2
17424.0000248 C 10 2
6453.80020142 D 13 2
2331.89988136 C 5 2
3769.89984512 D 15 2
3273.50020409 D 16 2
13072.5998878 D 12 2
7720.49999237 C 6 2
3236.1998558 C 17 2
22779.2000771 C 2 2
8195.60003281 C 14 2
3685.49990654 C 4 2
9848.00004959 D 11 2
11604.6998501 C 3 2
6240.90003967 C 8 2
9882.40003586 D 1 2
10770.2999115 D 9 3
1869.69995499 C 18 3
953.900098801 C 7 3
5382.49993324 C 10 3
4485.99982262 C 13 3
3436.1000061 C 5 3
2919.99983788 D 15 3
2759.29999352 D 16 3
25743.9000607 D 12 3
6012.20011711 D 6 3
3371.59991264 D 17 3
16315.2999878 C 2 3
3743.90006065 C 14 3
3093.29986572 C 4 3
8961.09986305 C 11 3
5676.39994621 C 3 3
7956.09998703 D 8 3
14401.8998146 D 1 3
3460.3998661 C 9 4
1868.80016327 C 18 4
1649.89995956 C 7 4
5617.30003357 C 10 4
2526.99995041 C 13 4
3966.59994125 C 5 4
7436.39993668 D 15 4
2168.49994659 D 16 4
9811.80000305 D 12 4
5548.90012741 D 6 4
4519.20008659 D 17 4
6374.30000305 D 2 4
3593.6999321 C 14 4
2845.80016136 C 4 4
13497.2000122 C 11 4
4784.69991684 C 3 4
2865.6001091 D 8 4
5060.89997292 D 1 4
6429.80003357 C 9 5
1703.50003242 C 18 5
1340.29984474 C 7 5
15445.8999634 C 10 5
3300.20022392 C 13 5
1351.70006752 C 5 5
19766.5998936 D 15 5
2743.29996109 D 16 5
8210.50000191 D 12 5
2017.59982109 C 6 5
2587.20016479 C 17 5
8556.80012703 D 2 5
2123.80003929 C 14 5
1887.89987564 C 4 5
6297.30010033 C 11 5
2634.59992409 C 3 5
3729.29978371 D 8 5
3957.60011673 D 1 5
5293.49994659 D 9 6
1816.40005112 C 18 6
614.000082016 C 7 6
4229.30002213 C 10 6
3521.39997482 C 13 6
1766.00003242 C 5 6
7783.69998932 C 15 6
2149.3999958 D 16 6
4479.79998589 C 12 6
5712.59999275 C 6 6
2667.50001907 D 17 6
4673.39992523 C 2 6
1336.09986305 C 14 6
1596.69995308 C 4 6
3731.60004616 D 11 6
1318.09997559 C 3 6
2434.99994278 D 8 6
1438.8999939 C 1 6
5660.70008278 C 9 7
4363.39998245 D 18 7
701.699972153 C 7 7
2661.49997711 C 10 7
1795.00007629 C 13 7
1158.90002251 C 5 7
3075.9999752 C 15 7
3143.8999176 C 16 7
3933.3999157 C 12 7
3407.39989281 C 6 7
3210.00003815 D 17 7
5220.00002861 C 2 7
2335.79993248 C 14 7
1146.30007744 C 4 7
2759.59992409 C 11 7
4644.79994774 C 3 7
3791.50009155 C 8 7
9558.5000515 C 1 7
10584.0001106 D 9 8
2967.2999382 C 18 8
2060.10007858 C 7 8
2977.79989243 C 10 8
2498.70014191 C 13 8
1136.20018959 C 5 8
9525.6998539 C 15 8
2673.79999161 C 16 8
10321.3000298 D 12 8
2436.80000305 C 6 8
2225.49986839 D 17 8
3019.29998398 D 2 8
2612.50019073 C 14 8
1201.79986954 C 4 8
7918.90001297 D 11 8
6007.69996643 C 3 8
2181.90002441 C 8 8
9229.30002213 C 1 8
10620.8999157 C 9 9
5023.19979668 C 18 9
544.39997673 C 7 9
2118.49999428 C 10 9
2378.9999485 C 13 9
1108.700037 C 5 9
2207.20005035 C 15 9
1777.89998055 C 16 9
2788.89989853 C 12 9
2302.00004578 D 6 9
2203.00006866 C 17 9
4756.89983368 D 2 9
4107.39994049 C 14 9
811.800003052 C 4 9
1593.49989891 C 11 9
6110.1000309 D 3 9
4509.3998909 C 8 9
5953.59992981 C 1 9
7577.89993286 D 9 10
3017.29989052 D 18 10
1948.79984856 C 7 10
3750.20003319 C 10 10
1671.60010338 C 13 10
1476.29976273 C 5 10
3937.20006943 C 15 10
1309.00001526 C 16 10
1777.10008621 C 12 10
2870.30005455 C 6 10
2736.20009422 C 17 10
6650.39992332 D 2 10
2367.39993095 C 14 10
664.20006752 C 4 10
7127.79998779 C 11 10
6673.40016365 C 3 10
1483.99996758 C 8 10
5926.90014839 D 1 10
2979.19988632 C 9 11
4667.39988327 C 18 11
1282.59992599 C 7 11
1593.49989891 C 10 11
626.399993896 C 13 11
1334.49983597 C 5 11
2085.50000191 C 15 11
1507.60006905 C 16 11
2846.19998932 C 12 11
2198.69995117 C 6 11
2423.90012741 D 17 11
9598.50001335 C 2 11
9349.29990768 C 14 11
699.300050735 C 4 11
9946.70009613 D 11 11
2322.40009308 C 3 11
2142.00019836 C 8 11
5841.30001068 C 1 11
3256.29997253 C 9 12
4384.79995728 D 18 12
598.000049591 C 7 12
1788.80000114 C 10 12
797.800064087 C 13 12
1126.10006332 C 5 12
2286.39984131 C 15 12
2330.10005951 C 16 12
5238.80004883 C 12 12
1793.69997978 C 6 12
2160.39991379 D 17 12
2185.09984016 D 2 12
2881.10017776 C 14 12
712.599992752 C 4 12
1984.20000076 C 11 12
4105.59988022 C 3 12
1682.80005455 C 8 12
4593.19996834 C 1 12
3221.60005569 C 9 13
3685.19997597 C 18 13
765.200138092 C 7 13
918.100118637 C 10 13
1124.90010262 C 13 13
1906.69989586 C 5 13
3016.49999619 C 15 13
1491.30010605 C 16 13
1864.90011215 C 12 13
1604.09998894 C 6 13
2116.99986458 D 17 13
2710.99996567 D 2 13
2382.999897 C 14 13
581.499814987 C 4 13
3232.49983788 D 11 13
3451.20000839 C 3 13
1498.00014496 C 8 13
5193.59993935 C 1 13
1790.8000946 D 9 14
3167.40012169 C 18 14
731.600046158 C 7 14
480.899810791 C 10 14
1987.29991913 C 13 14
1559.40008163 C 5 14
2645.49994469 C 15 14
1005.00011444 C 16 14
1782.50002861 C 12 14
1470.99995613 C 6 14
1886.0001564 D 17 14
5913.1000042 D 2 14
1114.39990997 C 14 14
2704.30016518 C 4 14
4716.50004387 D 11 14
1456.60018921 D 3 14
1762.90011406 C 8 14
2729.09998894 D 1 14
3460.50000191 C 9 15
1902.49991417 C 18 15
482.399940491 C 7 15
719.300031662 C 10 15
