,subj_id,a,v,t,a_st5,v_st5,t_st5,z_st5,a5,v5,t5,z5,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st15,v_st15,t_st15,z_st15,a15,v15,t15,z15,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st25,v_st25,t_st25,z_st25,a25,v25,t25,z25,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st35,v_st35,t_st35,z_st35,a35,v35,t35,z35,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st45,v_st45,t_st45,z_st45,a45,v45,t45,z45,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50
35,usuario6s1t1030,0,0,0,0.6099007628762743,0.2561896837245411,0.21570481154861096,0.10166633653501739,3.6633440210662327,-0.19723374563660515,0.45820998212031006,0.496327339093363,0.721359982798301,0.47971479903618297,0.25917161978684033,0.10322118373843778,3.0006101397105773,-0.921829683865726,0.5641184857122511,0.5299618671604246,0.8794208637089919,0.8245842280800498,0.3913039564321371,0.10551349165707502,2.6911158233563226,-1.589527688241775,0.8914935785648581,0.5498974413250376,0.7291830280739019,0.5046066105033049,0.26647739152324096,0.10227985597865488,2.890706928431692,-1.0055454173082934,0.5887199465380472,0.5281861732301617,0.47336816116999464,0.5271658954670009,0.22678790874539892,0.10026003562655128,2.158167685527854,0.12245162183586203,0.5953008804099356,0.46384309343124025,0.6239176660860072,0.3145465885668527,0.21564380216272505,0.1012696944659012,3.363015449716121,-0.4996056753203419,0.46103271516545663,0.45881013687142647,0.6001751512099962,0.2872992691210446,0.19539607487744245,0.09623040420254064,3.4928001840399943,-0.4049624078765351,0.44518793014387703,0.4361126078947848,0.6271757602840169,0.4786107745545471,0.1383145685403762,0.10376348181038955,2.674012974544146,-0.8767350623762534,0.38074099857181803,0.4957889181675793,0.7131781418600439,1.1341050807270274,0.14869030719672247,0.11698034885904601,1.8706615949582264,-2.2833978576361442,0.6335135493173757,0.4991994817399745,0.5362188584120796,0.499788964013601,0.2592280248046733,0.10556555683025656,2.420404577308576,-0.1707444346565194,0.557836818547284,0.48379700595632924
56,usuario16s1t1030,0,0,0,0.7861634953413128,0.29616578384704695,0.2472154168052239,0.09974978412072398,3.965482681268733,-0.5332340009110287,0.497368224467482,0.5418647713672863,0.8968311376416245,0.7044150176270118,0.4419795917837834,0.10619143983184054,3.183184370575869,-1.274049607059419,0.779335608667909,0.5722079637225895,0.8783330198025507,0.5461845986760369,0.3808274434784954,0.10198778532830673,3.3293870252226814,-1.0977210264519455,0.6754452822347892,0.5679203175934261,0.8910724101299016,0.5679408117894461,0.3821316751292898,0.10304906859019893,3.336334936803575,-1.1187397528730416,0.7007538579935771,0.5698619073559189,0.5933246983676778,0.3273871456792144,0.27522120079222445,0.10051781303420865,3.177189388931288,-0.2858654614240347,0.5422929159901712,0.5153189467816699,0.5852994091338449,0.3575141506724867,0.3031487763053687,0.10031505322774496,3.0132938490753154,-0.3192331705262953,0.5681722167708053,0.5155463424595254,0.7415514502826831,0.2581652818215786,0.24039776063626428,0.10043645012258051,4.0913239406886355,-0.46624289085927423,0.47362708035380563,0.5307548332871634,0.7385138030856112,0.3242945318288015,0.2460048380836995,0.10363302524762777,3.6962217927916647,-0.6008315907377787,0.49938978330559347,0.5414790407197113,0.6720337271599766,0.27642376712808353,0.23032760577557806,0.09950753651129723,3.8049353559872574,-0.46331579716325516,0.4780692198043904,0.5004288951748902,0.8472540183638814,0.6070426206438461,0.339171255788036,0.1072421013465818,3.0696541006106206,-0.9829917088492948,0.6190601551179288,0.5495069137111549
27,usuario27s1t1030,0,0,0,0.6160629075720788,0.23080156278335703,0.23671730707328065,0.10180994556120762,3.9217743677788195,0.018095891232422966,0.4733259339326677,0.4915661281135834,0.6076360527348321,0.34070505233228515,0.28807235965847994,0.10022403104884088,3.137896539046397,0.36542618607856603,0.5556734999306226,0.46998921016853973,0.5625713349797152,0.3236484031828752,0.2875153210615165,0.10276029590303282,3.176390585013344,0.013059073437306156,0.5335711406339361,0.49991341211758794,0.6091498311529969,0.24363550086797262,0.23843779524857237,0.10028600653884152,3.7648324556785604,0.018742291778374755,0.4759237510889125,0.49195765728724156,0.5704359522812286,0.3161054592663977,0.26793445138526456,0.10149980195006228,3.1518413600318014,-0.002257274985472322,0.5205002458186776,0.5181100921063226,0.5842157113378293,0.26613857679800845,0.24919422384619228,0.1000062352603072,3.488222905170187,-0.0022193190168450215,0.4937384641256623,0.5149210072039754,0.551133337695136,0.6643863157717945,0.35515742399394373,0.10501410584077381,1.9087352565455933,0.020489149853536174,0.8446550363542537,0.5141252293501957,0.47326995192971116,0.4889243288498551,0.2715209483729213,0.10196796787413666,2.2331929132575707,0.049655423804204186,0.6285767879122061,0.4936469628058915,0.49978255176177505,0.46813121508085115,0.33019017490773933,0.09884709390624231,2.3182891738049847,0.02406544014127397,0.679620265315165,0.5086596671568522,0.6409742841765149,0.9995799116447188,0.3962086285817062,0.10714121357426697,1.705516749737482,-0.3310838050509305,0.8878231824062539,0.49707794621230317
28,usuario11s1t1030,0,0,0,0.7265641643970532,0.16189895358896486,0.22188486942064445,0.10073350558430073,5.06709730466097,0.00029309112384773647,0.44688101401660885,0.5116172214615747,0.7579053143244443,0.15687897249118157,0.21522739390729148,0.10096652089298347,5.143743261423212,0.01052699168101416,0.43671053716155656,0.4817669197906495,0.7846174621085308,0.30963362966269,0.26439186595424424,0.1014871254387508,3.921430964790098,-0.5738838925041022,0.50750965872817,0.5505832264821394,0.7141249583175753,0.463848093201195,0.24615684517173106,0.10243290349473606,2.9798115225550355,-0.8986381456491995,0.548535180606465,0.5259552538075425,0.6224392652354318,0.2944070858866827,0.2626658248441447,0.10126109143777379,3.4774632515748505,-0.2614889748571732,0.505722801564538,0.5292793085003781,0.7689173408337237,0.4895108974157479,0.2725347417875803,0.10356809554170211,3.1286093997990863,-0.9609140800439407,0.5956491052152381,0.54605908337129,0.5455879428206243,0.3050611300480317,0.21391530990770002,0.10021744229513338,3.2197409918650135,-0.225949096040018,0.47232054346164193,0.4972944734193579,0.518720941818828,0.5792805935389771,0.12000171237788804,0.10867036687604588,2.230145299446738,-0.9502435524204611,0.3650708656405984,0.4447650292541243,0.7239197236119017,1.0242682610566503,0.1906115466045303,0.11436166448866658,1.9646996075538694,-2.0652445382318905,0.7153756673402941,0.49998276661969593,0.6335052892072116,0.3824288584285193,0.197065258895981,0.10504444923978182,3.076232958776077,-0.5434044612783955,0.43887090441131077,0.48256525359540015
29,usuario8s1t1030,0,0,0,0.8236375962537125,0.252545251735051,0.23235370999024677,0.0975227497561735,4.406221748678029,-0.456642423999596,0.47287410654975987,0.5558641579617235,0.5915567172778149,0.34247919470362614,0.2764186749465318,0.10325320378691752,3.1247486975307237,-0.3097721094241367,0.5362452852047798,0.5201603484150038,0.739043610851313,0.20502875532247797,0.2274285956310606,0.10208699636535491,4.5766210579714395,-0.3106397507833287,0.4510007163034201,0.49185020089875026,0.7660140577450185,0.17657659836897807,0.21912031223136919,0.09948143574923383,5.035583839203673,-0.2589995724443161,0.4380630549391043,0.49925192875534585,0.8527815879975866,0.4381933722609194,0.3119533125744849,0.10376101605321954,3.607168387500955,-0.8480696451223285,0.5873806078636662,0.5694723679611161,0.7233948583425808,0.202040681973278,0.21263825214833637,0.0987206291841522,4.583276700253689,-0.3081204982899367,0.4391119485366007,0.4989361643322574,0.7846663955734264,0.27847857031965023,0.22761165722273466,0.09951607810930879,4.10204558894787,-0.4965449518855151,0.4697792332232162,0.5457208686522801,0.8365053056958253,0.4447780396025251,0.2957322272926474,0.1024119681287334,3.4712389206593373,-0.8453155928646888,0.5806691673775322,0.5607149349918957,0.8032867742700491,0.4403907621401302,0.2975754745585746,0.10080598712318521,3.40249057027551,-0.8566413794342359,0.5848491322564888,0.5556410831837693,0.7464885172095046,0.27814452879961155,0.2347720706346454,0.10262247199069074,3.926697254242862,-0.37551815873284206,0.4583506952500568,0.5121579211013068
30,usuario19s1t1030,0,0,0,0.6466016451629698,0.27650632454940965,0.24896633436752985,0.10018544844165371,3.630067349207496,-0.22603055076929432,0.4895647699585525,0.5151500269823468,0.5626604677903296,0.3807904961659444,0.33632368774671745,0.10196035277959925,2.819965776746447,0.04881009357029236,0.6002246809329411,0.48458906128566603,0.48809051076840565,0.3761274889278436,0.1578394173651609,0.10072364671385904,2.6762723173009726,-0.2097272630075389,0.40705674630368693,0.4394183349387398,0.5608696237551174,0.3209500244696804,0.2755770776562379,0.10057835724818165,3.149337854322394,0.033374168684334876,0.5286671619203864,0.48907744272394343,0.5881710546365793,0.3428703765317058,0.2897046958073769,0.10088346234759099,3.1003379848682946,-0.28853104909764055,0.5495640661602884,0.5147101161870258,0.5142391703989373,0.397354314348798,0.293082026570672,0.1035442347195791,2.689907410177123,0.040005359156464686,0.5878598484977438,0.4937278654885364,0.6139552160115906,0.5305117497592853,0.4343319130198127,0.10085199532074082,2.5238134500803397,0.5946199938092487,0.7539982562638874,0.4625907946968619,0.551994343194453,0.4184071991851905,0.37316738362792473,0.10355643145637862,2.6459227177856026,0.04410827516796036,0.6391350472043986,0.4908006234950792,0.4518743850539709,0.5733983196202177,0.1782491400570219,0.10214318986169424,2.034712861793483,-0.4680784885402879,0.5224548368549482,0.4963588372656597,0.6664363651978371,0.5184104220681477,0.20064330656486895,0.10627718818727773,2.7486271207485014,-0.8000685651455223,0.4696953104283189,0.507937769927453
31,usuario15s1t1030,0,0,0,0.6815570285046252,0.20465585031496736,0.22813740165815452,0.10001550803912536,4.315811133271879,0.016422062494081076,0.45550401326552814,0.48070310897835195,0.8033006646882237,0.281543205607511,0.2477589682862418,0.0994695319304207,4.0789138276781,0.5693662098407286,0.4921173177004285,0.44843533892994175,0.7359692528880863,0.40327441426847704,0.26488598258549434,0.1005115751306875,3.3280010209701945,0.841570292465518,0.549777294100314,0.4599294271148409,0.8303961565224582,0.398264008856212,0.29477905481834393,0.10179663542030655,3.5880209831593404,0.8338393189376156,0.5653985378422326,0.4390451530431335,0.6866166430358056,0.3071568100528199,0.21123147038527673,0.09974762648260148,3.542588045418044,0.5745136522322434,0.4587836819300105,0.4895442595576359,0.7424890294023393,0.4226560954586308,0.22875443086600925,0.101862412040562,3.2403276619154138,0.867235636866431,0.5100348450777344,0.45831528434879054,0.763745711815184,0.8886140726662166,0.1610381378979038,0.1087471140221099,2.3600386687655655,2.086089804101206,0.5610014938739496,0.4704457359573826,0.8000020890615177,0.8597740939648596,0.22002141073091483,0.1088597025440875,2.377128197716976,1.9476552678555619,0.70641561519803,0.4686525089127621,0.9132115004016471,0.9899978534631642,0.29088272980235585,0.10992226790637366,2.51911176507512,2.2137120624585407,0.8971274776596965,0.45208803503830336,0.8352528435656988,1.4383284309257338,0.2052800711466533,0.1179862043343451,2.030114300244286,2.93473061835296,0.7461933820881673,0.48058872328294344
42,usuario36s1t1030,0,0,0,0.6848379607099745,0.22372162202499704,0.23114308740151882,0.10228163316363294,4.129182336179876,-0.18188686597683307,0.46315048315545615,0.5225051708001617,0.772582061732003,0.1846310350452009,0.21693092720483273,0.10059256170738284,4.898967275804089,-0.2773960053557992,0.4386090623569752,0.5026426292198497,0.6179554211962571,0.27663147401635513,0.24858237444277606,0.10058677440668387,3.563721822826671,-0.23510163081226854,0.49315382741786723,0.5204547834831916,0.8491580720806784,0.27696384467265334,0.24126695674742682,0.1018449147843744,4.241922459996459,-0.5013875678675578,0.48316173600852236,0.5546358300555329,0.7982488675396435,0.250888008630468,0.23545472550185004,0.09931362714824588,4.291232508139947,-0.4502015305444426,0.4738082449652122,0.5435580360133763,0.6596744341396492,0.21380176527807565,0.23698652007194537,0.10028517889760105,4.169485848605673,0.007142442107758701,0.4607782042956812,0.5026747557250982,0.6347463101692804,0.5450217244790299,0.18887495480390706,0.1049751849668858,2.5551396095210706,-0.9903242578269126,0.4927140306097802,0.4976268258004428,0.7172143504470806,0.3466033564046074,0.2389376421526339,0.10175227565113792,3.503970872110448,-0.6056083978549247,0.49877454380912395,0.5161099845391769,0.6985959505508006,0.24525672049067376,0.22005693219112657,0.09944811457469135,4.02867861565218,-0.4008682521764308,0.4498742273472691,0.4969073490574751,0.5208979781083088,0.44343587371304405,0.14715384667098966,0.10372421202335458,2.5793811026456868,-0.3097506539190496,0.3897781390452922,0.580938898085129
57,usuario7s1t1030,0,0,0,0.8504255611493771,0.22630734357034618,0.22884597729422892,0.10112159698545373,4.6201240732899045,-0.3909653072611923,0.45544914222549643,0.5454399830399151,0.7278026067998269,0.44794183378137725,0.22712603093155598,0.10329135100034025,3.0773012669597817,-0.8522530373230529,0.517562592355674,0.5292966405952829,0.8328097483772267,0.37408319679932145,0.2779988596384326,0.09922680874374115,3.7265241847730377,-0.7208636825867081,0.5388082763147143,0.5629158508508031,0.769012185772505,0.3503949031450886,0.2612128762803579,0.10177398455008578,3.612818340058013,-0.6476390723644475,0.5216700941194565,0.5425996673138511,0.6869392227646892,0.25433589377356913,0.24144604559428323,0.10055083762386567,3.935226701726696,-0.4219760549706393,0.4710064676980278,0.4951476219794993,0.7591992458874726,0.14565252050690547,0.19162668686643705,0.09433312381384175,5.424353113946999,-0.1837156952508926,0.3976630398728054,0.4593868295803718,0.7150692785363895,0.2353378036894093,0.22884722594305978,0.1006270162288054,4.154221021249913,-0.38721490393451885,0.45638890076445343,0.5069147691882954,0.7810028020306845,0.2943461738275293,0.2453309760479622,0.09877874645681202,3.91541556010966,-0.564323591055294,0.4931981370710835,0.5526806348958921,0.7340814170867912,0.2695483310316888,0.22742218203550185,0.09993972082585387,3.966431772577239,-0.466095753271117,0.4745294634662277,0.520596882986289,0.7716959975506588,0.3656985298723363,0.2539612016745303,0.10652097690566383,3.5251293913741057,-0.5639260446756739,0.49762098017227724,0.5382411200328185
37,usuario33s1t1030,0,0,0,0.8175221467717622,0.18565331360174592,0.22285690835026714,0.09945499248396995,4.976255469211824,-0.292441685216128,0.4422199228308289,0.5216136013407252,0.8419531948487607,0.4607537846003121,0.2980496797939815,0.1016360039837371,3.414701074975895,1.0065820192952801,0.6036677742418164,0.4313689162815471,0.6865320992238775,0.3901979305892983,0.2617185032566917,0.10181607111627325,3.250628159486769,0.7944744899125644,0.545857024571953,0.47268530803535497,0.8212436296162896,0.4506536056373579,0.28962652473389966,0.1011379769871305,3.3288235414844354,0.9505009427146547,0.58109069810529,0.44823535971358447,0.8267780711478107,0.5603728542128051,0.32398195206892383,0.10238036887013477,3.1723775842433253,1.2137918518457842,0.6729200787618737,0.4400139741976528,0.74130336062201,0.29903719421885905,0.2377182604166129,0.0985617128597914,3.765554546404126,0.5693827564614936,0.484077397396087,0.46948848224620404,0.6583249989177958,0.3049105652142491,0.21990863817584488,0.09887367773683206,3.5478846071027585,0.5267332564489386,0.4684042085997051,0.5135730884432805,0.7573316977991184,1.1470594972250325,0.12343096700892775,0.11013572832699817,2.078139468676879,2.8364941826999948,0.536381290140788,0.4717971548736611,0.7300301510098812,0.3807492640930094,0.24839743970577066,0.10304149530793213,3.457133930964826,0.7573187803847855,0.5163650135866078,0.46047763740911196,0.8015437694273866,0.7222112595576908,0.27397685483990175,0.10699174138968631,2.750893808435837,1.3830882645086309,0.6294371877151688,0.4577335040917966
