,subj_id,a,v,t,a_st5,v_st5,t_st5,z_st5,a5,v5,t5,z5,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st15,v_st15,t_st15,z_st15,a15,v15,t15,z15,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st25,v_st25,t_st25,z_st25,a25,v25,t25,z25,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st35,v_st35,t_st35,z_st35,a35,v35,t35,z35,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st45,v_st45,t_st45,z_st45,a45,v45,t45,z45,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50
13,usuario10s3t1330,0,0,0,0.6179047895548342,0.2596995501086478,0.243421446663011,0.09974450447184642,3.6324681505105203,0.01254114231584308,0.4881575948664455,0.5008996372791927,0.617729661377394,0.28563056240844953,0.2562486334875347,0.10138717480411091,3.5113701572392415,-0.2450622563703079,0.49799532692195214,0.5179281162421269,0.6510490149292876,0.26676425459075315,0.2504867450389913,0.09937429846497484,3.7005587401631064,-0.22537829421592004,0.48718884742678287,0.5185647565835203,0.7294321907624887,0.3409555445745472,0.26162864558907895,0.10070132314644724,3.5769971196656223,-0.6348452101487383,0.5228611470433205,0.5361697195384039,0.574455264225425,0.2968503409247804,0.266505523897744,0.10112168440647086,3.2840510491870925,0.037791802989692466,0.5137418448122908,0.48497843209719066,0.801110758923027,0.14692242043518894,0.21258172471556933,0.0958910282336887,5.498656161902641,-0.20772308122985791,0.42552026078164135,0.4883622006637818,0.5093102742546151,0.20823292335909824,0.11085352043177649,0.08861594598321998,3.7127032394281363,0.11157798877306609,0.2786367653191409,0.5786951317810938,0.4517236699441872,0.5864044014555259,0.21144166199749004,0.10676789764273076,1.9670057599229775,-0.11426884270876435,0.6167230837514172,0.5666069237969387,0.775076365813102,0.37161412269208327,0.2666520373614819,0.10180268525959038,3.5784100922225943,-0.7303987608707392,0.5338737275529563,0.5548112266635151,0.7926462374515384,0.4168416434778483,0.26677079149126076,0.10388038913282391,3.4576430514704906,-0.7946286916988988,0.5463605000162051,0.5521553801698178
14,usuario22s3t1330,0,0,0,0.7787745831499102,0.24788891014498854,0.2351429040712024,0.10186904186904001,4.318225670424823,-0.43526400506156715,0.4761764294573442,0.5445176814978396,0.5193667619983691,0.45038172982606284,0.24547523389944803,0.10597305166743826,2.4572518568288215,-0.34309705445286776,0.5782230223702275,0.481813499417093,0.7200219632798937,0.37631791158590705,0.2508845471069937,0.09814641222704121,3.3650895657093542,-0.7264207995975012,0.5258877234906953,0.5355565746765535,0.6078576811769932,0.23078632250244677,0.19223824382568253,0.09639900089368804,3.8624381051982883,-0.14242284937228356,0.4155718607055347,0.46216968708215905,0.7028728146881464,0.24848810706827407,0.21938921841111647,0.09952530834186984,4.0061001683389215,-0.4130613086013611,0.45291936542913436,0.5006004794616224,0.7095428226406183,0.6246397885279286,0.20802387398816863,0.1066233174513748,2.6234619509745083,-1.226204460816944,0.5611126307595845,0.5235918268097235,0.7649242313000691,0.6657619896522022,0.20773279951674417,0.10473052363586854,2.6078471851593057,-1.3680233035278915,0.5841523053359703,0.5362663508516701,0.937870539416188,1.2096163707127643,0.38954866241383806,0.11089622836130507,2.3602571613728043,-2.254635780318211,1.0843250403157925,0.5384678336256427,0.7830112558832146,1.053358186938536,0.20621013186718817,0.1136613027504621,2.1214707352436735,-2.156917774643146,0.7462496495940272,0.5162066374989929,0.7520092526568501,0.8927083604613897,0.205996080328697,0.11370911353430996,2.1425174510276332,-1.7627571068061005,0.6605236201896482,0.5033074848248481
20,usuario16s3t1330,0,0,0,0.5749720457813687,0.3250333511984258,0.27326363680181764,0.10138830141872089,3.1609004739914166,0.022349599858774903,0.5291668468510463,0.4964635006586541,0.5971964359750717,0.45569799665355937,0.35516767848638436,0.09971899853687462,2.7113431401100887,0.5325126010221654,0.6710669990334113,0.4457038103067047,0.5531177847592754,0.3357064969902631,0.29593037848171566,0.10059172116805805,3.03078156535953,0.02606349514808196,0.5525841209187076,0.4976860361944567,0.5955934498060044,0.3453505436143043,0.2787766965788467,0.1019340169938221,3.1688736388769696,-0.3125986672440591,0.537914064473079,0.5317946879661838,0.6153535119512598,0.3254368221697157,0.2804384766633094,0.10503855026365609,3.2928438928995214,-0.3096289775983237,0.5312334068308668,0.5385787398833689,0.5998572217084276,0.29338130470677737,0.24808951961283082,0.1012640148557147,3.3887675677740132,-0.23342348965104529,0.4968954792191025,0.49935971574160665,0.6095186118068627,0.31593445488690025,0.25321768383713655,0.1008598803529959,3.3313848506120385,0.329889797135854,0.5144635405270008,0.45888253530858397,0.6066095560595028,0.4121040592951794,0.33623246280889557,0.10328289590010803,2.865647203547421,0.4469968293667906,0.6181793978381711,0.467676654772449,0.5407427458358421,0.5253428078345671,0.3567367116260551,0.10449843535936462,2.2608087118282367,0.09870263632986893,0.7283112615099192,0.4812783748233505,0.4861895794942945,0.4387604263015324,0.26108697206128756,0.09829964631402273,2.3961313929485044,0.027236250718439544,0.5911705929290241,0.5041299918037029
19,usuario20s3t1330,0,0,0,0.7345002166616147,0.14941787743058804,0.19739025457054477,0.09480633554472039,5.195874882721005,-0.07441044195295457,0.40958595635344947,0.4446932613119873,0.7541232251534749,0.244103955916973,0.230960049727796,0.09756423009194641,4.205503362052646,-0.4158870853210855,0.46356561765684695,0.5216953359846711,0.4786728427803704,0.6974029755300847,0.21861018698328377,0.10576503031900597,1.8276164983437024,0.6998544407595124,0.6893960085989965,0.516913440663963,0.6329477858175355,0.22421297360513262,0.2154730781228578,0.09822559127996328,4.006986097939638,-0.1477204473889951,0.451075322365938,0.47323382189633634,0.5982096328837166,0.32525561701785627,0.2743956527832206,0.10100171680885049,3.277406352363145,0.35579626159421773,0.5353986762736677,0.45564347523091003,0.6024064073224804,0.16951866408211835,0.18167079882555182,0.09297969058445264,4.645580372437175,0.027130359346050785,0.3905158025336996,0.454722322680922,0.6080031632739288,0.39359321782860046,0.21233985968214714,0.10438486952884535,2.943997319662268,-0.6324543152910476,0.48677719165251365,0.4548764815693265,0.5904711683457637,0.3494792279953586,0.2620422394327181,0.10161430550730292,3.115631449242316,0.4266159090526311,0.5424662034263326,0.43133249397909934,0.5243082463555943,0.4852748637954934,0.12369674255151052,0.10470387580511853,2.4499121160364203,0.8866874219376113,0.35471443145539344,0.5492596444705583,0.5453369798573733,0.6284364267855086,0.11650266363672909,0.10473077064314239,2.1692876163231114,-1.129552474841898,0.3717389270122697,0.4751650407056648
0,usuario2s3t1330,0,0,0,0.7670198385647045,0.1837498992745752,0.2259324963367427,0.10088624571072893,4.791669697953943,0.16362638974554755,0.45081853610777406,0.46828433666877745,0.6931282796566696,0.18879676884925187,0.2283803925127951,0.10069680873734801,4.4673046692145535,0.01086477324524522,0.4526930490809358,0.4925459751855353,0.6218658209984004,0.22499692578205227,0.22172608821164552,0.09711840241343009,3.928268188110034,0.17723191013885584,0.4562250466084593,0.5252731633577432,0.6003191942320157,0.2710158985694872,0.24938801256177995,0.09925877338487424,3.4803094254965496,0.002013966863271869,0.4928391650271824,0.507562633686289,0.8136806894282009,0.3963643341305756,0.2941036505389301,0.09993802134712429,3.606881664184348,-0.7713713865779577,0.5624658308459173,0.5603641896634304,0.9249581231086124,0.43046186651034646,0.3102884459822788,0.09977076631592757,3.7766771573506435,0.8886767873004078,0.5777648593421103,0.4251508861584418,0.6528140573565838,0.257986642041246,0.23542289448966297,0.09957944584677172,3.7751072351328996,-0.2075852579179494,0.4792170511984141,0.5141120300684943,0.7696494414766418,0.1538246764529454,0.22200165154084528,0.09758425153104865,5.288952876899913,0.026532996014827982,0.43700445466731697,0.45590371372294497,0.6779766344920531,0.22678233032197065,0.2353983859279782,0.1009926172294605,4.045261593251545,-0.18415065603284353,0.4663767730212838,0.5126391036562622,0.5942698365368992,0.30421113415986806,0.25783073560148834,0.10095390016506067,3.3364470097989365,0.29076759597500274,0.5113172571950823,0.48685925280519315
17,usuario5s3t1330,0,0,0,0.7266349216383591,0.1711919831153719,0.22182706101787927,0.09923769584524975,4.832697902116755,0.005286183286384102,0.4443740352963554,0.49619715066172376,0.6643367105625726,0.24714636051738462,0.24825414970778495,0.09985232801561195,3.8568841468392474,-0.20859441657225986,0.4821084814786034,0.5212807108025457,0.6495937999065381,0.2763142523632797,0.2524727098437149,0.0996822929880882,3.635892638886266,-0.2419089501455497,0.501797312475356,0.5251192986607126,0.6002199369525429,0.26226900644352236,0.24530305683670076,0.10114569347897269,3.6235926911797574,0.00806068466418097,0.4893088488215982,0.50007671374306,0.6011400905200595,0.2722112598617785,0.2366089990890007,0.1019108476183811,3.542200817111955,0.018815976303042325,0.4842012224745637,0.49524042778160116,0.5877695688350649,0.274635168384161,0.24942798828960241,0.09897135115375888,3.43782146134073,0.012468831445489582,0.4947095912882679,0.5085137063569573,0.705740084908762,0.17817966765426813,0.21770621212077584,0.09918228538994447,4.69967244327035,-0.006847519334567809,0.440731011944902,0.5105623520476282,0.6614126752299604,0.26629700665763784,0.25068772465194356,0.09948493141639991,3.742370951182439,0.2753781366177759,0.4953440266166975,0.4532527103977508,0.5692191962537816,0.3256458351094323,0.269132199871299,0.10240573833761257,3.127724134109235,0.01262678264546862,0.5321958652605584,0.5061068691945596,0.6338106758160728,0.258176612822738,0.24627881270012456,0.10125075041936006,3.6612915622156317,0.021389551991541935,0.4879846733593492,0.49472334959798386
16,usuario9s3t1330,0,0,0,0.8319075047694372,0.31370413874132036,0.2529929307012136,0.0975399567401923,4.015041390679234,0.6116079739908364,0.5005824739275636,0.4362441939880538,0.9085024493209817,0.5477620087852626,0.39553829063092727,0.10468678771614685,3.59892479074814,1.0376165233846901,0.6604078318061805,0.4193718240396787,0.6140582373035222,0.24285034056860397,0.23167821960775847,0.1000254946608176,3.784706916419331,0.003928626091375058,0.4717388771003374,0.5124185198603953,0.6315338750580801,0.28442869959984185,0.25177554341283087,0.10279640650497623,3.5331743050828073,0.28484842715139513,0.4990710801385846,0.47458912302170214,0.6630583074611754,0.30040944959215865,0.27142683368999776,0.10328713623906781,3.487854419569973,0.3071403583192783,0.5228243958035834,0.46832690920470343,0.8733535947298899,0.4082491661646896,0.30249890742966395,0.10024379439492298,3.745443254295886,0.8535758511308507,0.5721880063954912,0.4258262167137331,0.6245111245665923,0.33718299495565146,0.2874542771100734,0.10226508299911022,3.2304217003183915,0.35414050935552255,0.548111150644307,0.4692881081443938,0.8799039859671504,0.4395845043468909,0.32002419130716253,0.1020807274742938,3.6506787229262394,0.8993254580470178,0.5936148261594011,0.4330856176503272,0.6153261183169461,0.25908916810278865,0.24591471685005017,0.10121452121293949,3.6255388587479502,0.006976244313310366,0.48258249966880196,0.5043522638872459,0.6069914568415141,0.3024878959753143,0.2700768432390288,0.09896371536669228,3.36691022108508,0.304450780555183,0.5192229959737551,0.4783944759873568
21,usuario7s3t1330,0,0,0,0.7904880038874645,0.17092176928101335,0.21655083278862797,0.10105790059743155,4.988058596939757,0.1490859552209676,0.4365979293378232,0.4792470897456597,0.6192520707335603,0.2648941833286124,0.24421998378192802,0.1016148639090784,3.5892349691750156,0.015417467233482559,0.48641437533120796,0.5035577643914153,0.7009951387717218,0.2009005007899318,0.22020549705767276,0.09806969712622182,4.3534060344104315,0.17982125429002505,0.45661018441105805,0.4878984390391816,0.6652592988798857,0.20496302034768998,0.23216543855036245,0.10002123162198924,4.321285990937057,-0.0038693744647287282,0.4563057914612195,0.5107606128656921,0.6172828570478088,0.27891842010195333,0.25608551280344927,0.1020224070451593,3.50649127868364,0.027224792468036316,0.5011633924344663,0.4890969402556423,0.6023045021324804,0.3560212884938583,0.30261413493059736,0.10244079499257724,3.0621542390486383,-0.3156295335024597,0.5576650389212887,0.5239685911684648,0.5995671969366801,0.49018599813906855,0.3725785579741948,0.10462487889610185,2.477994005943191,0.5028366069427944,0.7186244729720369,0.48957037775918927,0.604680516043323,0.2773741302375796,0.24085783525096469,0.10082747627361682,3.5238874665473654,-0.21276453117196456,0.48486162997558174,0.4931978745754272,0.5479224090114087,0.4372434485609256,0.38147794352048237,0.10117719209720213,2.5181212701211746,0.02968997146433357,0.6841048740110447,0.5007269165068954,0.5659748704560867,0.3495544446330606,0.30400273064380035,0.10202223484558551,2.9422257927849578,0.03805200224999899,0.5629479268058116,0.4877190619896593
18,usuario14s3t1330,0,0,0,0.8320794403715355,0.22301474082144443,0.23739398714471519,0.09988986332335532,4.668419475550807,0.3878606249367829,0.46623479900471704,0.4538206043969186,0.6845891372152844,0.3069876409635445,0.19619498797251386,0.10114238497870456,3.5871847673299406,0.557390945539662,0.43377209164043695,0.4908013500567686,0.7391709634699224,0.17025459400148651,0.21492972534083696,0.09866943149910264,4.8936280184804515,-0.13052586690721815,0.43938485686553597,0.5112182419757585,0.7669647828610925,0.14355661700024233,0.21951774495014384,0.09890684132824097,5.362168253195878,-0.0010730369516694638,0.4350936593663537,0.5168192040506498,0.7479066134902256,0.20526567259020886,0.2149919654304006,0.09690910541288587,4.5033098297609575,-0.3239360204907068,0.43463618188151076,0.5099679645311195,0.5658706712440412,0.2634765859773769,0.21793236157785023,0.10083429347577226,3.560272158207143,-0.2152027599715249,0.45566497787254645,0.509367253478861,0.8226435911225077,1.2747969287907033,0.15161970400291885,0.1139603323123949,2.123419975393844,3.1736943943062887,0.7364603700773539,0.4757108044846393,0.7787048112155905,0.4698258116810471,0.28684626045855544,0.10347285859741846,3.222146253728713,0.9854918119687208,0.5961482099101041,0.4519814054230599,0.997040310772548,1.4953710429630094,0.3279498263162385,0.11140248041862517,2.2533213638427667,3.262309243400731,1.200728140312109,0.4597455658035699,0.9415958717006935,1.3715475928882657,0.32716970083044516,0.1168230075051386,2.2713599392396175,2.9675429920382337,1.168467960053382,0.46622866173798305
12,usuario1s3t1330,0,0,0,0.6598236724053923,0.2163358817003267,0.22751879054888277,0.10079236574435471,4.147674582366671,0.023379117991350905,0.4585396493345094,0.48739833955395095,0.8192212753709632,0.18327010266017943,0.22247483002866622,0.09936645906250176,5.02880397514086,-0.2977369348670459,0.4427365123639425,0.5359196924151484,0.7981114522889604,0.22445915221843013,0.22345465818348714,0.0962641620438387,4.471273279520311,-0.3955759522325355,0.4520436671954957,0.5344890619085689,0.6612725027470863,0.20525172030978253,0.2285386757973507,0.09732757972785656,4.278236428956975,0.0014463884081978423,0.45550108055925287,0.5124907470930771,0.8004378693381958,0.3312914218298632,0.25775530707804156,0.1004348286467176,3.830287539958381,-0.6303274897304253,0.5159546484389476,0.555193758026294,0.8056319177400401,0.18215202123715846,0.22482213578709156,0.09770756301346047,4.947306371591879,-0.2992297167872459,0.44347125590944053,0.527740049193793,0.7034490090878313,0.227366164900791,0.2246114029248325,0.09875794016566074,4.134653078875098,-0.38769206805697204,0.459021841704541,0.4964860293632106,0.7494849853357113,0.2010407964795504,0.22150765723609211,0.10066488837339045,4.691670436083594,-0.32619597076627294,0.4511627612147178,0.5177413301394335,0.6380003110044355,0.24251837211208233,0.23388804852422718,0.09938804429040164,3.8701787301509722,-0.21854669847133365,0.46980566207107655,0.5382437981065108,0.7381502671005059,0.25990570110208244,0.2290496508861876,0.10031140764972749,4.108627513611647,-0.4261024422201337,0.46299636280920176,0.5221527267713924
