,subj_id,a,v,t,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50
35,usuario6s1t1030,0,0,0,0.5360776254860372,0.23193799205664462,0.24826285623103142,0.09013840496399153,3.5650260649640284,-0.45454780134990397,0.558583967796167,0.48083522349161256,0.5342309122689,0.3797387533472474,0.2852239991767189,0.10190784163646566,2.538505026019234,-0.8070298761978476,0.9055309169588827,0.49682028336224865,0.40809218908489375,0.271949332618596,0.2035527002334821,0.08817970291459634,2.8446248542596164,-0.3448620983903018,0.5553101104466748,0.4689746646922123,0.5789045908340423,0.25457593230670167,0.1328801666399091,0.08965769979099168,3.496041823711051,-0.6130892282141225,0.37290624804046657,0.4230999831483524,0.42403108397619754,0.4463431412539538,0.15025309075810842,0.10156335087677229,2.155518175341734,-0.764539154509348,0.5828574772120307,0.45068522854712645
56,usuario16s1t1030,0,0,0,0.7861994225253237,0.2895061917197154,0.3412683376156421,0.09685708573625672,4.042753625839881,-0.8736184336066621,0.67577081770868,0.5547083089222214,1.1459927323466228,0.5817369919876595,0.44982612605132144,0.10315806428021,3.6599254767556113,-1.8028153966300033,1.2243677069500856,0.5994377591028381,0.5929774490180992,0.26957766943304906,0.49360034411287207,0.091825610930319,3.1902282857067394,-0.42991476993800554,0.8892059559351682,0.526221259310291,0.7548317409487435,0.22068900608752967,0.26174778288512246,0.08662667922220123,4.524985075325101,-0.6699876116481911,0.5477057907634159,0.5597688437465692,0.7007234887195458,0.2571591173677877,0.2946317760844294,0.0951096673558095,3.960055709109186,-0.71216143755903,0.6088300653036124,0.5188147028294875
27,usuario27s1t1030,0,0,0,0.49178738549462586,0.19546779770287753,0.30208414128789124,0.08556407799963846,3.752129738703746,0.07812451530811548,0.5919108264674297,0.4862558890909947,0.49047307740705065,0.2045782026501995,0.32026559319749776,0.08983069478116917,3.666743873398186,-0.03909794511537448,0.6203747922165173,0.49126728766361905,0.4857169368908589,0.2196498232575819,0.30667040215192626,0.08804250579369652,3.4519018878919283,-0.09922368675948791,0.6371909396629414,0.5373131170421401,0.3523330160061049,0.45372072648293876,0.20417344981023677,0.08787656064588004,1.798588252148811,0.22472576699743982,1.0285763726103827,0.47994277409136943,0.3920861954256154,0.5242595297862437,0.24204359688709207,0.08987197381301153,1.650091724843074,0.14617501031927213,1.190630524865847,0.46886148774344844
28,usuario11s1t1030,0,0,0,0.6577826410951043,0.10621755982716177,0.22952910853046482,0.08540524369859971,5.947831867647681,-0.029751172761487314,0.45650644073166585,0.5063314633472449,0.6784876147613639,0.26715054635560836,0.22533757819259503,0.09165680034761021,3.7744295468446776,-0.7765326755866107,0.5239857898094692,0.5259032527693857,0.5673301083329251,0.25673978923848007,0.26839887493547215,0.08810131802927569,3.4826103283231555,-0.5980839247423594,0.6198765521601339,0.5393686001804912,0.4165489705771852,0.23856228510486355,0.11036676049029463,0.082715521268132,3.0419895051669315,-0.19178846332468075,0.3255497817946199,0.3819107616485522,0.5563487343607958,0.3521705293470235,0.1371290828725834,0.0966324953696417,2.864328169045072,-0.8701844463431363,0.4298983678566098,0.4368583487302675
29,usuario8s1t1030,0,0,0,0.6358302781105766,0.206680469301478,0.2760635344986033,0.08613030838948467,4.338650332513273,-0.47583592974889655,0.5653555570059032,0.5637435129874973,0.7330289803018757,0.13559659407879773,0.2318596147042573,0.08574196288731033,5.543036308688283,-0.33400083702870825,0.46162136791075814,0.4806324332319397,0.7213440328707404,0.1823390725444632,0.2389814395349239,0.08819907463468787,4.7774247523969295,-0.5080749798227221,0.49888358730366367,0.5192144601644643,0.7757431417125332,0.2591219808780762,0.2922364591351542,0.0899066890840203,4.378037379166054,-0.7966368616063569,0.5975181782910046,0.5746386426531793,0.7217028842834067,0.23678183182641188,0.2870465896567123,0.09085055328320778,4.16295735169633,-0.6855516920805763,0.5822356233538998,0.5380662863889459
30,usuario19s1t1030,0,0,0,0.4776279740101091,0.22672076259037963,0.3221809106055073,0.08917478640425128,3.333938163896696,-0.18370811577491536,0.6719709699611935,0.49030444248163024,0.4119167703018966,0.23593656444268205,0.1470577382853969,0.08696465514731021,3.1297662973799705,0.06333420481961016,0.419899944945967,0.40879637428378846,0.4666762052091401,0.240492795508946,0.3401416103798904,0.08633443461744295,3.0799164205705947,-0.0429837150465534,0.7363293614170512,0.492346307242996,0.5105886168865323,0.4769899722110725,0.3966042343069654,0.08975716514057966,1.82615043600533,0.15786953057123274,1.602964807176206,0.5049659717124451,0.4437154643408428,0.3972762852383389,0.16290493538549414,0.09408475808987848,2.4159016042466783,-0.7963162030657339,0.5336012144477609,0.5171787290627227
31,usuario15s1t1030,0,0,0,0.5447630279434993,0.1668743887430997,0.27008794198667385,0.08711166797934589,4.332740771158289,0.17626839527765614,0.5353876530222974,0.46476780853695354,0.7942333081995739,0.32145149899907616,0.27662295136006865,0.09248457044309848,3.943256443838642,1.0442771366088337,0.6482176495958559,0.4281098565877765,0.6768058806003701,0.26040440555326694,0.21293123691548005,0.09244336645990528,3.8293961463847777,0.8146971181993146,0.5051579113210486,0.47325588332516144,0.7129207697213025,0.5328618300630347,0.14945787456321163,0.09829791946448925,2.803088881817469,1.8389762632911808,0.5488091478160595,0.45408811779864017,0.774655883537485,0.6021895352839637,0.1763969116240755,0.10330083630046714,2.7861003052318583,1.9588832964141076,0.6561711267490252,0.4461672486475748
42,usuario36s1t1030,0,0,0,0.5920945961002704,0.14455655514622395,0.2467515770996631,0.08729348568445985,4.902906602210904,-0.2216973930012826,0.4900959269645004,0.5282200429909831,0.59343080048092,0.19657811416689105,0.30622134451077165,0.08884912419256541,4.123275359306893,-0.34018718757890787,0.588387085113812,0.5578333073589675,0.6125408112605633,0.16504516124040075,0.27046044197310554,0.08558549477170879,4.534203457050258,-0.26741729784500023,0.5298812553188608,0.5422625526313171,0.48389590240993846,0.2617523570181854,0.17096990537363216,0.09131710235252863,3.1469309944441712,-0.5024824789450071,0.45863339962732247,0.4691774600952698,0.48646941704973196,0.2252148632919906,0.1319261308064479,0.07972636010137545,3.5850655672694196,-0.5096530614377993,0.35272951944277287,0.6113627073243839
57,usuario7s1t1030,0,0,0,0.6583190878912657,0.19499022828376317,0.19431201561070716,0.08785819627683987,4.313388622512842,-0.5475339312458345,0.4412253474313789,0.4968900292913798,0.850647910972538,0.2966806450248011,0.33213003634026494,0.08939682029804306,4.298055190633222,-0.9536147954267358,0.6791881038685849,0.5891154225647559,0.67591460198391,0.12479473687211202,0.22077537327582505,0.07845227166150967,5.411451474512246,-0.2747773872988412,0.4463300660408818,0.4128374847968477,0.7177266832704629,0.18078297498822532,0.23569014442242398,0.0875679961846652,4.80472513572187,-0.5217121278353659,0.4886267465026028,0.5345766075620052,0.7022285060990089,0.18471019016977624,0.24096015374197163,0.08958847526353161,4.716821333019448,-0.46192173305542855,0.48695993572623725,0.5135262858461479
37,usuario33s1t1030,0,0,0,0.5302207721098643,0.1636756672685375,0.2537922973635228,0.08372202492096668,4.245940032496098,0.002871784717982303,0.5253115695914757,0.5580928523636184,0.7354770536730478,0.3265554022340494,0.31925096710357836,0.09822310566771732,3.5127290138772262,1.0287909046026316,0.7251243741374742,0.4687747758255891,0.7154707691276586,0.2829873734858434,0.30334933708341044,0.09618946896473149,3.8009974110531735,0.8809205987757397,0.6529007145972372,0.4697337759448684,0.5662284291683966,0.27377522594199694,0.1338930204930858,0.09112032732259251,3.2463398119459006,0.6781971989618094,0.3782049495657456,0.5880073828254145,0.6710076779834205,0.2889587815382283,0.2336157989458821,0.09420305240538697,3.650789718116874,0.8191638359655793,0.5358893492855171,0.47526948290123017
