,subj_id,a,v,t,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50
61,usuario13s4t1500,0,0,0,0.5707000298336127,0.17695188509374654,0.2829799154329183,0.08644868255939138,4.257852638549632,0.21508248327490995,0.5578839374379195,0.4396302235318761,0.5089953872730786,0.24237522796567548,0.40873135177249853,0.08833816129629343,3.2688261888730277,-0.24277945239168114,0.7668421113461253,0.5267355898130935,0.8649667065078374,0.3707986384949925,0.3837737014508089,0.10272765885979668,3.5726213744875146,-1.1819894157528508,0.8607269771252517,0.5556634618705021,0.5255514032676447,0.3062880327224219,0.3792717697991133,0.09195427954151013,2.842627285723189,-0.47736936598217244,0.8840912062540341,0.5190234063743422,0.6094857796969864,0.27570434206036637,0.354411724094171,0.09376135650480556,3.428381522694163,-0.6239530777193129,0.7272181108083344,0.536149389432504
69,usuario23s4t1500,0,0,0,0.6970720241002484,0.1379243692727131,0.24618731295352353,0.08767371581690835,5.273793157110447,0.3026045757509814,0.49003362852942395,0.4762751466759379,0.47299020571845873,0.2021291275014075,0.2696716671345787,0.08766473279613989,3.611790457848982,-0.034621566861699954,0.5843215432386859,0.48274103626362186,0.4947572766554237,0.21106449691389123,0.34951262706985065,0.08767052815729402,3.527884557826237,-0.04684761372128742,0.6619113100588927,0.4981037601759178,0.9842512167237908,0.5723688835446119,0.3104462814147138,0.10968363996692335,3.004079821894982,-1.7907754345542999,1.0640641835665228,0.5519200892520568,0.4706480804286832,0.2986011948759392,0.3449149531537152,0.09040329122700108,2.7385901514094817,0.2842317506729441,0.8366208308573042,0.49326690934016215
73,usuario33s4t1500,0,0,0,0.6293665295229653,0.13044747751631328,0.24681560965129806,0.0874373805089192,5.232098980377346,-0.06540607609436655,0.4881567767656813,0.5497565163078394,0.5740820509822623,0.21350700753095853,0.31819437907014714,0.08995180772227776,3.9753380395528923,-0.3652639532781117,0.6174090653904115,0.5551190902195136,0.5107074623954767,0.2550075433411348,0.4125365444551999,0.08843907942991257,3.1432678486943315,0.2697469471477081,0.8020740987886644,0.47531605372834357,0.5596061917811359,0.2855273501816967,0.5552578485784069,0.09218038940095172,2.879368375796078,-0.050018750484553405,1.0043038598094858,0.49109669666248273,0.5176719811040454,0.20955265154199926,0.3189587291706071,0.09196606512570017,3.77654548111005,-0.08611646121587906,0.6199641634965741,0.5333802238177857
82,usuario34s4t1500,0,0,0,0.9306412022324256,0.3844895713435035,0.3374709033094417,0.09126930750148265,4.211614963188391,1.2661894611369997,0.7734469183072876,0.39037980470349953,0.7073417129547054,0.22383410660654607,0.269778631011273,0.08949032391126382,4.326467191642243,0.6735471103106746,0.5623727736743338,0.461761176923194,0.6766325907623614,0.27107953746996505,0.2219017705476015,0.09073594631681992,3.8064800800339693,0.8189476291955441,0.5188194430398302,0.46784635663876334,0.7241442452959942,0.35664234806092715,0.22991181088024312,0.09564463830231237,3.3469591212359053,1.168090891674854,0.6089132807613646,0.4590081935934174,0.8026747737596609,0.6589255429446746,0.15647522392387864,0.10304932145506912,2.780815070217829,2.307555520646715,0.6922529405071184,0.43864021732214564
62,usuario35s4t1500,0,0,0,0.3718627891133485,0.26252202825946186,0.16416928563127522,0.08380032956506406,2.784030944888011,-0.20353083421148768,0.4522259615766046,0.4954506213257189,0.4143443245339795,0.151232221148752,0.15205346920876003,0.0767398944372772,4.00666735418019,-0.01955158006213684,0.352680334259643,0.47776625178357374,0.3945460204869896,0.22009832292299722,0.13748638465800556,0.08078915665350496,3.1044993667445246,-0.06959695071143238,0.37601231474758956,0.5130675067850382,0.528020165037588,0.3113363927982432,0.36857910938728505,0.09204201027354368,2.816187493846815,-0.5076900511638737,0.9118033112506745,0.5296515595134138,0.7967895619101669,0.45111453716002003,0.297261316619058,0.10863952975088265,2.9783519453254423,-1.369162802304988,0.8787821008612354,0.5211821447024803
65,usuario8s4t1500,0,0,0,0.5463190667839263,0.13995267170808928,0.21755701864820687,0.08412715131526796,4.728204763469485,-0.11733602011011082,0.4531985256044304,0.5041626500180326,0.60713926336114,0.4662642050899514,0.11423007965559448,0.09954894789926386,2.6833192038674927,-1.4207837855367202,0.39532391034517217,0.5097353740733838,0.5444997688087664,0.32257168879706416,0.11665387358633982,0.09185879699291287,2.9598591466045985,-0.7419308716689761,0.39036875850033553,0.380586671995684,0.6529167771133955,1.0223744066760803,0.07825918481721898,0.11150904644493066,1.8253476442635181,-3.1875166883488997,0.5988812658936947,0.49352149194676637,0.5451834348793754,0.3645027069169408,0.10890195957130173,0.09550833632699714,2.825320533034611,-0.9965294500057554,0.3439416842503931,0.46181789115637223
60,usuario2s4t1500,0,0,0,0.6479393024462977,0.11276751584492818,0.2334198955315345,0.08601249491737882,5.82724526362453,0.05373271421748491,0.46724164894794096,0.46617698233748,0.7635895986106357,0.08521643445075482,0.21280936981708737,0.0845276722737602,7.047536276336335,-0.005428295855882192,0.43405869000500874,0.4657669076275715,0.5970502827984886,0.14028355161232456,0.23607143753827045,0.0851803415554555,4.937469122970012,0.13185673328972064,0.4882651654438344,0.4789855344395841,0.5813461589684155,0.12165626097114707,0.2226471498979615,0.08155064563862664,5.186289264207571,-0.09207560719291502,0.4475441555795726,0.49614394921021027,0.5224038682635289,0.18754659935841586,0.31950045392887766,0.08784260755696281,3.8993353880521955,0.06819025960893327,0.6032561607252757,0.49163859827680917
66,usuario19s4t1500,0,0,0,0.5557789385215864,0.17807577706825226,0.2533971060931186,0.08606226386356726,4.148068235742096,0.26529467468988355,0.5264041670262557,0.49628838375365036,0.5412436862777843,0.23683435712806866,0.392872540245398,0.0899698442966788,3.5306094059801096,-0.25971833018141355,0.7312255376261206,0.5535547158714121,0.5518896588809782,0.22773712104887567,0.376736581659437,0.09056330822357425,3.6060872820032825,-0.3612199295375329,0.6937389964459459,0.5289207664158636,0.6028046866705522,0.30891475907928906,0.3664148152942843,0.09149413109672332,3.2286651470994068,-0.7424452697927229,0.8033086111213452,0.5567041405752675,0.46667951041553335,0.22375827459216838,0.287101266213075,0.08765097451231034,3.272188949961496,0.07541218832602295,0.6233882506566456,0.5003986997643546
74,usuario21s4t1500,0,0,0,0.880592670509879,0.21802938737361413,0.29027319853012973,0.08707964325804403,5.156508637749998,-0.662279361946904,0.5646804947439014,0.5983907316393015,0.8004965939401767,0.1949857276988738,0.2664423509127895,0.08800845581186584,5.004154328484116,-0.5729615744970548,0.5334128255731504,0.5612088777758341,0.9099079736537949,0.1575658871143359,0.2453239965841843,0.08658078395370078,6.031663529097399,-0.45763265788671326,0.4844448586103581,0.5907882530586487,0.8168321143986443,0.16828272164404037,0.24056104800439293,0.08776283623850241,5.4109612449673845,-0.4786355296833163,0.4860997638316057,0.5607689688219275,0.6995370951962465,0.1910649897740314,0.17357826095948836,0.08735405822742806,4.507647174658949,-0.5320113233059253,0.3956112528987527,0.5226007029070211
75,usuario12s4t1500,0,0,0,0.8467793582559741,0.3824922246240239,0.2965908740614284,0.09668230023034355,3.7210513621635526,1.2968445999427964,0.7357965576621783,0.4181445965809102,0.8304740570014685,0.4096839840865818,0.23874842441226823,0.09633868617565747,3.5488289256380305,1.347326785956468,0.6682549587510813,0.43281380787016227,0.9759896060630247,0.4665717149772411,0.3127661644123506,0.09213655668193892,3.759802990578543,1.5975858877667346,0.865981061407105,0.39802973075082065,0.815317632276607,0.4305286149245154,0.26230592335973213,0.10309988289821495,3.25708038495018,1.442754576413503,0.736943355500653,0.4461004819982361,0.9625935727228104,0.6526489162071691,0.22155219698238524,0.10120096313890944,3.1646489564479534,2.1935331444121973,0.9043520492499226,0.4157228569539483
