round user time_start time_end time_php time_js
1 usuario11 1543146624.39 1543146631.93 7536.79990768 7426
1 usuario12 1543146624.85 1543146641.01 16158.2000256 16050
1 usuario18 1543146624.8 1543146630.96 6165.19999504 6056
1 usuario14 1543146624.72 1543146633.68 8954.79989052 8811
1 usuario15 1543146624.59 1543146629.06 4469.30003166 4404
1 usuario23 1543146624.4 1543146640.22 15820.6999302 15733
1 usuario19 1543146624.73 1543146646.5 21772.1002102 21666
1 usuario8 1543146624.53 1543146635.19 10660.3000164 10570
1 usuario9 1543146624.68 1543146629.63 4945.80006599 4886
1 usuario24 1543146625.0 1543146630.4 5396.19994164 5338
1 usuario6 1543146625.18 1543146643.24 18052.6998043 17972
1 usuario5 1543146624.76 1543146637.99 13228.6999226 13112
1 usuario20 1543146624.28 1543146628.6 4319.30017471 4269
1 usuario26 1543146625.05 1543146630.27 5219.59996223 5166
1 usuario4 1543146624.48 1543146672.21 47726.3000011 47626
1 usuario2 1543146624.77 1543146631.9 7135.10012627 7062
1 usuario1 1543146624.57 1543146633.47 8901.00002289 8806
1 usuario7 1543146624.55 1543146628.12 3562.6001358 3479
1 usuario10 1543146624.2 1543146627.68 3478.79981995 3425
1 usuario29 1543146624.76 1543146630.32 5555.20009995 5481
1 usuario30 1543146624.77 1543146630.86 6098.39987755 6036
1 usuario13 1543146624.39 1543146633.93 9535.20011902 9431
1 usuario17 1543146624.74 1543146628.56 3819.49996948 3761
1 usuario27 1543146624.53 1543146630.06 5533.10012817 5471
1 usuario16 1543146624.5 1543146634.4 9901.90005302 9807
1 usuario25 1543146624.33 1543146630.07 5737.6999855 5681
1 usuario22 1543146625.05 1543146628.89 3845.00002861 3781
1 usuario3 1543146624.9 1543146637.12 12221.0001945 12124
1 usuario28 1543146625.03 1543146628.73 3692.8999424 3641
1 usuario21 1543146625.17 1543146641.22 16048.7000942 15955
2 usuario11 1543146673.96 1543146689.0 15047.6000309 14940
2 usuario12 1543146673.5 1543146682.97 9471.40002251 9380
2 usuario18 1543146673.84 1543146678.35 4510.60009003 4467
2 usuario14 1543146673.32 1543146685.15 11832.8001499 11745
2 usuario15 1543146674.07 1543146680.09 6014.80007172 5941
2 usuario23 1543146673.66 1543146683.17 9505.69987297 9411
2 usuario19 1543146673.78 1543146695.84 22060.2002144 21966
2 usuario8 1543146674.08 1543146682.22 8140.79999924 8019
2 usuario9 1543146673.48 1543146689.77 16293.8001156 16220
2 usuario24 1543146673.34 1543146675.31 1974.40004349 1926
2 usuario6 1543146673.73 1543146692.4 18668.2999134 18567
2 usuario5 1543146673.67 1543146686.74 13075.3998756 13005
2 usuario20 1543146673.46 1543146682.55 9091.2001133 9021
2 usuario26 1543146673.29 1543146681.58 8286.09991074 8230
2 usuario4 1543146673.32 1543146687.31 13987.4999523 13909
2 usuario2 1543146673.91 1543146701.43 27518.900156 27417
2 usuario1 1543146673.36 1543146685.26 11904.7000408 11803
2 usuario7 1543146673.23 1543146677.27 4039.59989548 3996
2 usuario10 1543146673.74 1543146696.6 22863.5001183 22781
2 usuario29 1543146673.25 1543146700.71 27457.7000141 27371
2 usuario30 1543146674.06 1543146676.54 2485.89992523 2437
2 usuario13 1543146673.54 1543146690.86 17321.0999966 17228
2 usuario17 1543146673.47 1543146676.78 3311.30003929 3267
2 usuario27 1543146673.89 1543146682.11 8221.79985046 8146
2 usuario16 1543146674.01 1543146684.77 10760.2000237 10662
2 usuario25 1543146673.89 1543146677.73 3837.10002899 3797
2 usuario22 1543146674.12 1543146676.86 2745.80001831 2698
2 usuario3 1543146674.0 1543146684.11 10109.5001698 9997
2 usuario28 1543146673.61 1543146685.94 12327.8999329 12256
2 usuario21 1543146673.73 1543146687.26 13529.2000771 13429
3 usuario11 1543146702.68 1543146706.99 4315.59991837 4269
3 usuario12 1543146702.86 1543146705.13 2265.10000229 2222
3 usuario18 1543146702.36 1543146706.36 3996.99997902 3951
3 usuario14 1543146702.89 1543146711.46 8569.99993324 8476
3 usuario15 1543146703.17 1543146713.81 10642.6000595 10544
3 usuario23 1543146702.98 1543146709.32 6338.89985085 6245
3 usuario19 1543146703.27 1543146728.06 24794.4998741 24691
3 usuario8 1543146703.23 1543146707.36 4127.70009041 4078
3 usuario9 1543146702.33 1543146713.98 11645.9000111 11549
3 usuario24 1543146702.6 1543146704.34 1745.70012093 1702
3 usuario6 1543146702.93 1543146716.33 13397.9001045 13298
3 usuario5 1543146702.57 1543146709.25 6680.39989471 6598
3 usuario20 1543146702.38 1543146719.79 17408.9999199 17314
3 usuario26 1543146702.55 1543146706.7 4143.19992065 4098
3 usuario4 1543146703.0 1543146707.25 4251.99985504 4212
3 usuario2 1543146702.53 1543146716.48 13952.8000355 13873
3 usuario1 1543146703.18 1543146706.68 3498.20017815 3430
3 usuario7 1543146702.43 1543146717.2 14769.5999146 14692
3 usuario10 1543146703.0 1543146706.78 3782.50002861 3741
3 usuario29 1543146702.84 1543146705.07 2230.00001907 2181
3 usuario30 1543146702.78 1543146704.97 2194.79990005 2140
3 usuario13 1543146702.35 1543146710.94 8584.50007439 8545
3 usuario17 1543146702.93 1543146706.7 3771.20018005 3729
3 usuario27 1543146703.0 1543146710.58 7576.20000839 7531
3 usuario16 1543146702.46 1543146714.59 12125.399828 12024
3 usuario25 1543146702.76 1543146707.47 4705.70015907 4658
3 usuario22 1543146703.19 1543146705.84 2649.49989319 2597
3 usuario3 1543146703.05 1543146717.35 14295.7999706 14185
3 usuario28 1543146702.7 1543146729.54 26841.0999775 26740
3 usuario21 1543146702.92 1543146711.16 8236.20009422 8139
4 usuario11 1543146731.18 1543146735.43 4248.79980087 4186
4 usuario12 1543146731.24 1543146734.36 3118.49999428 3071
4 usuario18 1543146730.41 1543146731.81 1403.60021591 1361
4 usuario14 1543146731.28 1543146745.72 14441.9000149 14375
4 usuario15 1543146730.57 1543146742.37 11797.1999645 11702
4 usuario23 1543146731.21 1543146734.89 3680.20009995 3641
4 usuario19 1543146731.25 1543146766.02 34771.900177 34656
4 usuario8 1543146730.47 1543146736.59 6116.00017548 6023
4 usuario9 1543146730.68 1543146733.78 3095.2000618 3050
4 usuario24 1543146730.63 1543146731.88 1250.40006638 1197
4 usuario6 1543146731.11 1543146748.48 17371.2999821 17269
4 usuario5 1543146731.26 1543146739.37 8113.30008507 8066
4 usuario20 1543146731.32 1543146737.08 5763.20004463 5720
4 usuario26 1543146730.89 1543146740.14 9246.79994583 9141
4 usuario4 1543146731.23 1543146735.8 4575.00004768 4539
4 usuario2 1543146731.14 1543146736.05 4905.69996834 4865
4 usuario1 1543146730.82 1543146735.29 4472.10001945 4429
4 usuario7 1543146730.94 1543146737.35 6405.40003777 6354
4 usuario10 1543146730.89 1543146734.72 3832.39984512 3789
4 usuario29 1543146731.27 1543146732.47 1200.50001144 1147
4 usuario30 1543146730.46 1543146732.61 2144.20008659 2093
4 usuario13 1543146730.8 1543146739.51 8706.70008659 8610
4 usuario17 1543146730.74 1543146733.44 2690.90008736 2650
