,Unnamed: 0,Unnamed: 0.1,userid,a,v,t,z,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,s2,s1,a_st5,v_st5,t_st5,z_st5,a5,v5,t5,z5,a_st15,v_st15,t_st15,z_st15,a15,v15,t15,z15,a_st25,v_st25,t_st25,z_st25,a25,v25,t25,z25,a_st35,v_st35,t_st35,z_st35,a35,v35,t35,z35,a_st45,v_st45,t_st45,z_st45,a45,v45,t45,z45
0,0,0,126,7.909708255977581,-0.1194430248352242,0.5835167446103782,0.5729858399511258,0.8012046973413425,0.13791956165379896,0.21552540116100047,0.09916228285967567,5.64587052280033,-0.10287913670510027,0.4290711859543015,0.5175220994083385,0.8215510302165187,0.15100319625435654,0.21776842866034435,0.10331146514781188,5.44883427027246,-0.053793166022284705,0.4258690428317037,0.5047642492732868,0.772127868770261,0.15887253675982402,0.22308140356081335,0.09761615593590475,5.165285792746452,-0.11627314329925043,0.4345009467602786,0.5094715159519513,0.801089419103908,0.13093052205435066,0.21552855558921788,0.09594791746374141,5.82259783292068,-0.0931941500801089,0.4281672438887572,0.5097695148609739,0.7782508981107438,0.16428286209463472,0.22059355584453313,0.10160766976638205,5.067470317925304,0.13194747742414223,0.4408558564179475,0.4974636505338381,51.0,-14,0.8434142250140696,0.12882845905157544,0.21615937955292086,0.10131384806726575,5.960821697377994,-0.10111471987402686,0.4296371142703975,0.5220274496858368,0.7884504958103219,0.13315716681166195,0.21733132206483904,0.10138790896113285,5.67223270114015,0.0027936194474616847,0.428019314890927,0.5010640988189605,0.8381655418510914,0.12547113965182782,0.20889762491527086,0.09919520044107069,6.009622292300365,-0.001054926654814576,0.42922000536675814,0.5106826488889942,0.9185300923642823,0.11047922289308862,0.20812736689665648,0.09753451934691908,6.6449129541401115,-0.07660093502692841,0.4177547186424433,0.5172566513755892,0.8279045758741861,0.2409166129603134,0.21325122340280106,0.10771070554938113,4.3683345778679605,-0.23492401806656238,0.42868095196563694,0.5211165297636738
1,1,46,64,4.237134076068938,-0.1818630497640244,1.3508168900493869,0.50048994084112,0.6287531956179185,0.2751055337506997,0.2431085969757109,0.0988681614740541,3.578951225268736,-0.24303883946244828,0.4924662774267062,0.5237414651940586,0.7654478739454544,0.1558462395984345,0.22194338918565373,0.10204970757511195,5.167979252525713,0.00837314642640149,0.4341561873297989,0.49939105047691557,0.6340775430011145,0.29385360968315694,0.26021247472196773,0.09967246750665286,3.4666747462951935,-0.2550939462026774,0.505593251334591,0.5243265135638682,0.6813281065227156,0.21081218701354817,0.23020537421136578,0.10305824472107976,4.282445852868119,-0.1777265128354845,0.45946778757764206,0.5235152929333999,0.8607441371037812,0.34035125264625027,0.2546908523834143,0.10132395677996867,3.940276372581,-0.6460052803573464,0.5159622472427698,0.5608878318708941,76.0,-17,0.7591879745211749,0.1738494945520651,0.21846976372280708,0.10129516480411464,4.911261728043014,0.15369305625691201,0.43881587697255575,0.47517458589142186,0.5908422526900748,0.2676914185806047,0.2423689111049888,0.10008610219490557,3.4827755273339895,0.011762869191207581,0.49205593106669954,0.5070259731399872,0.6337673549182634,0.2779030191394143,0.24930375739403893,0.09952815751632772,3.6132832642354606,-0.23960481457587637,0.4931644011339423,0.5252010265034203,0.7506822521285554,0.2718485969406902,0.2409562439721766,0.09961588944107369,4.009983994559737,-0.48474935973364536,0.4804897781833951,0.5339300991452113,0.7720131471417524,0.4316512211429809,0.23608772598305358,0.10552605479555956,3.2114514932177136,-0.5108658623639205,0.4714811524928989,0.5302020708499888
2,2,93,143,5.248209170901955,-0.21970765672223946,0.8801053608272408,0.5607287612865361,0.6341492043139615,0.22585567594796466,0.2374423486959123,0.10185903633060357,3.9952456347449212,0.01331419000782657,0.4657559185795184,0.4955945905176132,0.6524063630313337,0.2043431723964916,0.22066194562921143,0.09847102532465171,4.22754201399112,0.15729113116490434,0.445034391827332,0.5178094967180207,0.6720847708682086,0.22596517986826817,0.22988246875093304,0.10103013854547545,4.088092410265848,-0.17885464369497137,0.46719334267367724,0.5064106793711693,0.6465256995015893,0.2286856069971646,0.23067089387294576,0.10009797139067755,3.9590197821934545,0.017511137343744623,0.463726718784348,0.4951459540535844,0.8238044589523681,0.22635918607031952,0.23526591381927853,0.09934572385363509,4.545830069896332,-0.4011855280763179,0.4670438524779373,0.5457415473707133,79.0,-19,0.7439560830781449,0.16180052762889754,0.21981012145344583,0.10111462787571628,5.056861852223662,-0.10932193685069569,0.4371048668743568,0.49527232753766554,0.6587514295559898,0.21098130169789467,0.23200041226588772,0.10151815302752398,4.193694897359997,0.0087997275505364,0.4605920569980507,0.4954260081445696,0.8144939686714873,0.19254521150386888,0.223260262849897,0.09816770496780898,4.823188923931249,-0.3235840052037919,0.4463260516554509,0.529880856889133,0.8081176176722982,0.20399042935405956,0.22838646490558903,0.10033199158941297,4.749712365902102,-0.3535430608550171,0.4590186150131396,0.542396994730463,0.7901804259127863,0.2074501435765805,0.214285304811716,0.10835569230473255,4.578646084594586,0.008031682550946556,0.4245517967994902,0.499891412697663
3,3,140,115,6.8682903924311365,-0.3177935567606775,0.3990635158204733,0.4933499385741936,0.793581484312745,0.14611242824397344,0.21367750445930925,0.09845028499151952,5.44760298930858,-0.10890719877498538,0.4322547937677269,0.5137828978248034,0.9394825593516141,0.13686425237665345,0.20776858720678934,0.10054825801351333,6.192715155039361,-0.20291943570229168,0.4266852478707555,0.5368249532766639,0.6715810825661612,0.18658529653157935,0.2151733502718751,0.09530501566661018,4.587325995805933,-0.1256942430859296,0.4358383047106497,0.4934218738459367,0.7719427952450048,0.21917626712130042,0.23047029695633625,0.10049324853818105,4.552289787100208,-0.3563458665809091,0.45755241722519485,0.5243125752373776,0.7352806279674622,0.21202291306629983,0.21569458016621015,0.09928089570320454,4.448930064318985,-0.3211270589939008,0.439825167444057,0.4982867126770822,-388.0,-40,0.890805946233396,0.1498661340715806,0.2082592516828345,0.10273599733601166,5.760747058938668,-0.18749872358371983,0.4198380612102617,0.5320393476408958,0.8754427774040393,0.20770787310551161,0.2248668998546668,0.10041042252547237,4.881454829569178,-0.351812485482627,0.4607549672227147,0.552541006370516,0.8917747007583923,0.22878222799166298,0.23465840744800984,0.10207001124132935,4.763342043362454,-0.39339701017026857,0.4636431047957197,0.5562400248976188,0.6232530113319384,0.23963109049589046,0.21312404627723472,0.09980894721006703,3.782312783915069,-0.16241262832451933,0.450575185498181,0.4738051869083271,0.7793307980102933,0.3453057082699648,0.2287878007855842,0.10732281235771442,3.5762864641291086,-0.3692478092637561,0.45695251149482735,0.5271773242393087
4,4,186,122,4.5530567721567285,0.01632375110672867,1.2071783332345938,0.451437426809375,0.656071983897413,0.2182360906469961,0.22881956264102252,0.100015230116345,4.129867910047967,-0.15592299998163872,0.4607369229950161,0.4959357309018592,0.6961394979483821,0.2322719329885707,0.2336918217317851,0.10118118681228705,4.127145406750421,0.23046298591383693,0.4687989967487409,0.4600875379773248,0.6618746842451964,0.22786029734838958,0.23323398702603398,0.0998337979521909,4.047768608882443,-0.16442812420574165,0.46546895373513486,0.5002320111949228,0.7007415071163112,0.19327020469266087,0.22474139397752071,0.10051199469251586,4.555407510023169,0.1656018836248878,0.45053262463614885,0.4799408286663938,0.6854493868015116,0.25007608260213643,0.2382965931518309,0.10050007225671714,3.9488124442430625,0.2590817296407864,0.48006474512945546,0.4543629230690892,315.0,-3,0.6539279619530364,0.22728830903416783,0.2347810958584683,0.09825053820817463,3.958211927552367,0.03143132453310708,0.4675227477360363,0.4796400135511349,0.6854876149394807,0.21339606474107772,0.22560238807737834,0.1008284132128121,4.270313911672996,-0.16804537280062154,0.46579384276806896,0.5159928975868746,0.63246136484553,0.24034233047414585,0.23854686058279545,0.09997973233432693,3.889922699191177,0.01965783590137243,0.47425954875736076,0.49044000848100155,0.6304482354753956,0.2500636283939764,0.24771966032301246,0.10000022663611026,3.6656245067810582,0.015157355891892248,0.4903849703264013,0.49627630801948613,0.7602324579589597,0.4923431320189214,0.24628378428803577,0.10839025311899061,3.0430604345949286,-0.5714184589300828,0.484041521075598,0.5259681093467817
5,5,233,97,5.7432998793740975,-0.3013476774142998,1.0182666370920537,0.5396115478033565,0.8630005906236616,0.1820943951717479,0.22365966565081322,0.0998911894278272,5.193648269974769,-0.3048778260660568,0.4436957770192539,0.5479990703605045,0.731884921278659,0.16966997740879233,0.2213302869899485,0.10122230705631705,4.983022255427439,0.011308335442313959,0.44008446310462895,0.49586620759407213,0.6927901340463406,0.18026008427623597,0.22137487110676066,0.09882440240260253,4.642503356761528,0.008411361715001203,0.44484934002579185,0.4968019601218699,0.8121373803027219,0.23792338117769363,0.22944038677834008,0.09875063033659925,4.42988733172181,-0.4164251538263178,0.4611803288953585,0.5446679341870544,0.8643337463021736,0.28538136469731934,0.24877493349203436,0.10089893133699245,4.204439051243618,-0.5215654595552038,0.48971769214599437,0.5559452601331316,-153.0,-29,0.7386929253740474,0.18735652242254433,0.21405333539597407,0.09919404718990231,4.660525839884519,-0.1503667816479308,0.44621917893422736,0.5225519573867127,0.7169922444251512,0.20522608911232154,0.2303149918212795,0.10189666943607727,4.439453815175628,-0.16574942005276458,0.4524906183526342,0.5236608581152773,0.7209426403919702,0.19287308547760404,0.2183746181692304,0.09764229991076984,4.607977410464538,-0.15953161990886766,0.4452861126273703,0.5230623614404505,0.6960039823931742,0.22973370697365408,0.2316074730360802,0.09988831792635687,4.0784490816262045,-0.18715207186994168,0.46565762706983843,0.5179419042036728,0.7663108096210846,0.3611024304752747,0.22652387088136589,0.10734400532590846,3.5310108445248747,-0.3986389969405493,0.4497841701421517,0.5265055988426852
6,6,280,14,6.350323093477575,-0.1568696617204449,0.3601927147811886,0.4469152975209706,0.6212340362376665,0.2739936878745628,0.260845710002197,0.10052017113515593,3.4965030497172847,0.021340133069155904,0.5001110292969415,0.4911429779593836,0.7052766751174472,0.19930324383685452,0.21661604498295522,0.0985466289087765,4.408544612182979,-0.15851817534362275,0.450192359667017,0.5109545593405456,0.8128720042662856,0.13987424922916133,0.20903919298002732,0.09459722525490089,5.773785225928331,-0.18463076168597722,0.42335104175582056,0.48279639459314144,0.9586216817120802,0.1163560158657345,0.22127369393952154,0.09959738793638401,6.696089285462728,-0.17084010507636155,0.4343906912024844,0.5390824065530712,0.6429423457847433,0.19201992099152995,0.21186860374233565,0.09724637195496076,4.391688552196717,-0.13850059083951485,0.43411639774507405,0.5036400108429765,-64.0,-28,0.6773014460445983,0.20945719251732486,0.22932882321215903,0.10033809445141315,4.239748700496195,0.019779018977419606,0.4596627687537713,0.48918104042808863,0.743288019003264,0.17678174705177205,0.2053618722522407,0.09939487691445839,4.745907946431894,-0.04838368973765643,0.4158900635318263,0.45769917999126003,0.6173897612178825,0.15189899588533476,0.16259381618657023,0.0930601182441508,4.790246182569436,-0.08184882876999054,0.36053210944513475,0.46404323386478363,0.7888698407449761,0.16121245149266664,0.2119505644900042,0.09567176679091792,5.2000149018619615,-0.23906207883293903,0.42705508701044265,0.4984136208314508,0.7826149656531468,0.2551605023854946,0.21393082036725908,0.10726306964437521,4.2161908437747995,-0.24988448687653692,0.4236896622553106,0.5165767448201875
7,7,326,89,6.2521495568251275,-0.05093711533202401,0.6855456480458642,0.5258354177438094,0.71718504626651,0.16732503325986967,0.21887711893595482,0.09859290351214477,4.93920663038654,-0.0005112308788743444,0.4405459608960024,0.5026306768929314,0.8197517113104766,0.12110914339117884,0.21144407985588065,0.09771021025766193,6.108370107113344,0.0013762052592097896,0.41859638349971917,0.5007753776711985,0.6857434323963203,0.21763862859245664,0.2328594891998931,0.10026428316699433,4.267180606163231,0.19109840888551513,0.4623617556575901,0.48103567312688217,0.8748786792564596,0.1642227012714012,0.22119199892827,0.09930603487539251,5.4573428756104425,-0.2650349667990177,0.4445151049108815,0.5442184628694388,0.7970398231436843,0.14731312437836172,0.2198855133824702,0.10182656951805133,5.4924030964812145,0.11883495492876492,0.43382644342534815,0.4797846121174165,71.0,-5,0.7938024369084539,0.1300490323094591,0.2089092139449647,0.09958479964573982,5.8301389513343205,-0.0019658353072617386,0.4169847456244678,0.5092756612845472,0.7792739793436323,0.2027152304133465,0.22178389711967791,0.09850062659366204,4.6903865187744564,-0.33048699409298127,0.44619043268341213,0.5270100972792429,0.7318749879741948,0.17306510022211252,0.21432489250453413,0.09783882730779846,4.867615286976437,0.15941122715800102,0.4358042006426952,0.4710731635038019,0.6464264842520143,0.20763307590125435,0.22803643260888368,0.09977593741808113,4.198885383992095,0.006336308648561085,0.45618450053969334,0.4963039333932899,0.8025552456820324,0.31340352839496033,0.21723033153041915,0.10698080163755107,3.821585238558436,-0.3224252635393304,0.43888664134549144,0.5257744399693972
8,8,373,7,4.075729738919324,0.3612136124577728,1.6238007677890425,0.4774216596026579,0.6582454565627813,0.25212162483788375,0.2343778411906223,0.1035209253047198,3.8559434665665595,0.23146401603688985,0.4755219356112226,0.48040714561063586,0.899412004046151,0.20050842216097553,0.22333578438506865,0.09926043336006053,5.066247888277042,0.35537169184549294,0.4447951900311786,0.4414812982963662,0.8799091395772181,0.3143507730357808,0.26316246932290616,0.10057051903775434,4.0982848082775645,0.6329921522370255,0.5181621265641072,0.42901109790342135,0.6643768603693001,0.26193138768680935,0.2395345852512583,0.09989430847608492,3.789045171725985,-0.2372271810141759,0.47977056187162004,0.5360967338488282,0.788110607494206,0.23800296710484117,0.24301875752516922,0.09944752626209928,4.358822145227995,0.4467750735860471,0.4816706982912597,0.45753682802721773,619.0,27,0.6512146326439258,0.2300575980716128,0.23207086119042633,0.10027427183457634,3.921074019583396,0.020676688143832087,0.4706800169197396,0.4891062343015513,0.8443511373423113,0.2781615869983815,0.25020712888332597,0.1007056922552459,4.252431439949742,0.5541191011601401,0.49371490965626075,0.43420513625067786,0.7987887426605091,0.33269501537405766,0.2627551727662081,0.09896069538679228,3.8189641833650696,0.6840242841834777,0.5237520105245619,0.44414527814814675,0.889482506716446,0.4257652716491955,0.3097110016019755,0.10206179457480193,3.740261231383622,0.8807266748509778,0.5833404052388804,0.4254957267809205,0.6708817290142371,0.33183378470922176,0.22160629007616778,0.10746987332958773,3.382676187354573,0.01946616640918369,0.445237185042803,0.4973443392702798
9,9,420,52,4.572993014649193,-0.0863338250800529,0.9107681320053179,0.5230312936788798,0.606058302365324,0.28575058344989956,0.2563465830470911,0.10209773099528448,3.4643622954978706,0.004054528645167583,0.4996751317030701,0.5035266015469025,0.6034917053893831,0.251077266472286,0.2391020864165932,0.09752506096793516,3.634768678982096,-0.004486774233130015,0.4781547978364372,0.5172348767221429,0.7320732869762371,0.17160571751458215,0.21742029112014025,0.09799237775820413,4.780857345466933,-0.0066818499913168196,0.4414470173394833,0.5250632553424093,0.6439303140074164,0.2732373553558021,0.24546733773146742,0.09849028263770249,3.5840250707143717,-0.2518042538108651,0.4928492675090428,0.5245422311681235,0.565748933860907,0.32149918120124843,0.26467686482828784,0.10016766057080875,3.102079459119889,0.005052406220221172,0.5258429222840444,0.5130161773848849,-17.0,-7,0.7205915251976894,0.23192412706859974,0.2393142830342438,0.10104888824285643,4.154699905763687,-0.21040917831917383,0.4690428632890243,0.5396054736965803,0.7010329696621822,0.21219931264316846,0.2292869027176885,0.10008702328700211,4.244396967635806,-0.17038776611823866,0.46093568198997253,0.5142482217429406,0.5997614600419005,0.2858500548010159,0.2553044375935688,0.099945320022722,3.449690028943023,-0.24296999165953054,0.5005581477755483,0.5144598790150907,0.58922412201477,0.2779093137324262,0.25387209141351175,0.09997319341046952,3.4314067412499054,0.017860003321903684,0.5022407755418262,0.5000098949454417,0.7801188404257613,0.34694353627284724,0.2271633647425095,0.10816040104847269,3.6128152686302966,0.4290404706855929,0.4530784080599477,0.4742001969844161
