userid,rt,response,round
 78,2.480000,0.000,53
 78,2.560000,0.000,54
 78,3.860000,0.000,55
 78,2.650000,0.000,56
 78,3.340000,0.000,57
 78,2.130000,0.000,58
 78,6.490000,0.000,59
 78,2.290000,0.000,60
 46,10.760000,0.000, 1
 46,12.090000,0.000, 2
 46,8.220000,0.000, 3
 46,9.230000,0.000, 4
 46,7.780000,0.000, 5
 46,8.730000,0.000, 6
 46,9.120000,0.000, 7
 46,9.830000,0.000, 8
 46,8.190000,0.000, 9
 46,6.990000,0.000,10
 46,5.370000,0.000,11
 46,7.060000,0.000,12
 46,7.560000,0.000,13
 46,11.770000,0.000,14
 46,11.290000,0.000,15
 46,2.500000,0.000,16
 46,4.430000,0.000,17
 46,3.700000,0.000,18
 46,10.370000,0.000,19
 46,9.600000,0.000,20
 46,4.410000,0.000,21
 46,8.020000,0.000,22
 46,17.070000,0.000,23
 46,2.780000,0.000,24
 46,5.910000,0.000,25
 46,3.620000,0.000,26
 46,2.130000,0.000,27
 46,2.350000,0.000,28
 46,2.490000,0.000,29
 46,2.370000,0.000,30
 46,4.330000,0.000,31
 46,5.050000,0.000,32
 46,3.890000,0.000,33
 46,5.860000,0.000,34
 46,5.410000,0.000,36
 46,2.430000,0.000,37
 46,3.060000,0.000,38
 46,4.010000,0.000,39
 46,2.990000,0.000,40
 46,4.930000,0.000,41
 46,3.020000,0.000,42
 46,4.600000,0.000,43
 46,3.460000,0.000,44
 46,11.830000,0.000,45
 46,13.500000,0.000,46
 46,3.480000,0.000,47
 46,3.460000,0.000,48
 46,4.330000,0.000,49
 46,3.340000,0.000,50
 46,2.400000,0.000,51
 46,10.470000,0.000,52
 46,2.820000,0.000,53
 46,3.630000,0.000,54
 46,5.890000,0.000,55
 46,4.110000,0.000,56
 46,6.130000,0.000,57
 46,3.090000,0.000,58
 46,5.630000,0.000,59
 46,12.170000,0.000,60
 35,12.810000,0.000, 1
 35,7.650000,0.000, 2
 35,6.880000,0.000, 3
 35,7.260000,0.000, 4
 35,7.350000,0.000, 5
 35,5.080000,0.000, 6
 35,7.990000,0.000, 7
 35,5.080000,0.000, 8
 35,7.200000,0.000, 9
 35,4.990000,0.000,10
 35,6.000000,0.000,11
 35,3.600000,0.000,12
 35,12.910000,0.000,13
 35,13.190000,0.000,14
 35,7.770000,0.000,15
 35,14.010000,0.000,16
 35,12.200000,0.000,17
 35,12.160000,0.000,18
 35,16.210000,0.000,19
 35,10.610000,0.000,20
 35,8.910000,0.000,21
 35,8.870000,0.000,22
 35,12.780000,0.000,23
 35,19.880000,0.000,24
 35,5.420000,0.000,25
 35,14.190000,0.000,26
 35,12.470000,0.000,27
 35,11.810000,0.000,28
 35,10.090000,0.000,29
 35,14.250000,0.000,30
 35,17.780000,0.000,31
 35,9.450000,0.000,32
 35,11.670000,0.000,33
 35,7.620000,0.000,34
 35,6.960000,0.000,35
 35,12.070000,0.000,36
 35,10.290000,0.000,37
 35,11.060000,0.000,38
 35,9.320000,0.000,39
 35,10.820000,0.000,40
 35,11.230000,0.000,41
 35,4.410000,0.000,42
 35,15.940000,0.000,43
 35,13.350000,0.000,44
 35,19.650000,0.000,45
 35,12.770000,0.000,46
 35,14.990000,0.000,47
 35,12.910000,0.000,48
 35,13.610000,0.000,49
 35,9.480000,0.000,50
 35,9.160000,0.000,51
 35,9.730000,0.000,52
 35,7.870000,0.000,53
 35,5.670000,0.000,54
 35,17.160000,0.000,55
 35,6.870000,0.000,56
 35,8.820000,0.000,57
 35,10.300000,0.000,58
 35,8.200000,0.000,59
 35,7.210000,0.000,60
 13,9.380000,1.000, 1
 13,3.550000,0.000, 2
 13,3.830000,1.000, 3
 13,4.830000,0.000, 4
 13,7.580000,0.000, 5
 13,5.990000,0.000, 6
 13,4.270000,0.000, 7
 13,3.640000,1.000, 8
 13,4.540000,1.000, 9
 13,3.830000,0.000,10
 13,4.180000,0.000,11
 13,4.480000,0.000,12
 13,2.440000,1.000,13
 13,4.940000,0.000,14
 13,6.720000,1.000,15
 13,3.970000,0.000,16
 13,4.090000,0.000,17
 13,5.760000,1.000,18
 13,9.600000,1.000,19
 13,2.830000,0.000,20
 13,6.610000,0.000,21
 13,2.450000,0.000,22
 13,2.780000,1.000,23
 13,4.220000,1.000,24
 13,2.470000,0.000,25
 13,3.480000,0.000,26
 13,4.810000,0.000,27
 13,4.190000,0.000,28
 13,7.450000,1.000,29
 13,4.800000,1.000,30
 13,1.300000,0.000,31
 13,3.250000,1.000,32
 13,4.470000,1.000,33
 13,1.770000,0.000,34
 13,3.550000,0.000,35
 13,7.590000,1.000,36
 13,5.830000,0.000,37
 13,3.010000,1.000,38
 13,5.400000,0.000,39
 13,3.110000,0.000,40
 13,5.310000,1.000,41
 13,3.610000,1.000,42
 13,6.660000,0.000,43
 13,2.620000,1.000,44
 13,3.370000,1.000,45
 13,2.520000,1.000,46
 13,2.600000,0.000,47
 13,3.320000,1.000,48
 13,3.870000,1.000,49
 13,3.990000,0.000,50
 13,3.660000,1.000,51
 13,6.310000,0.000,52
 13,2.180000,0.000,53
 13,3.340000,1.000,54
 13,6.570000,1.000,55
 13,3.650000,0.000,56
 13,4.230000,0.000,57
 13,3.710000,1.000,58
 13,4.420000,0.000,59
 13,4.140000,0.000,60
 23,4.880000,0.000, 1
 23,5.270000,0.000, 2
 23,9.090000,0.000, 3
 23,8.350000,0.000, 4
 23,12.360000,0.000, 5
 23,9.210000,1.000, 6
 23,7.760000,1.000, 7
 23,5.460000,0.000, 8
 23,9.020000,0.000, 9
 23,3.070000,1.000,10
 23,6.150000,0.000,11
 23,7.350000,0.000,12
 23,4.770000,1.000,13
 23,7.380000,0.000,14
 23,2.220000,0.000,15
 23,4.520000,1.000,16
 23,6.110000,0.000,17
 23,20.800000,1.000,18
 23,9.550000,0.000,19
 23,6.280000,1.000,20
 23,2.850000,0.000,21
 23,3.330000,0.000,22
 23,3.730000,0.000,23
 23,3.170000,0.000,24
 23,7.910000,0.000,25
 23,4.490000,0.000,26
 23,2.850000,0.000,27
 23,5.800000,0.000,28
 23,2.620000,0.000,29
 23,5.090000,0.000,30
 23,6.040000,1.000,31
 23,10.570000,1.000,32
 23,8.300000,0.000,33
 23,6.600000,0.000,34
 23,10.530000,0.000,35
 23,3.720000,0.000,36
 23,4.070000,1.000,37
 23,4.280000,0.000,38
 23,5.710000,0.000,39
 23,4.030000,0.000,40
 23,3.200000,0.000,41
 23,3.160000,0.000,42
 23,2.080000,0.000,43
 23,3.690000,0.000,44
 23,3.530000,0.000,45
 23,12.690000,0.000,46
 23,5.280000,0.000,47
 23,6.270000,0.000,48
 23,6.350000,0.000,49
 23,9.830000,1.000,50
 23,16.260000,0.000,51
 23,9.120000,0.000,52
 23,12.420000,0.000,53
 23,5.230000,0.000,54
 23,4.070000,0.000,55
 23,14.380000,0.000,56
 23,10.790000,0.000,57
 23,20.890000,0.000,58
 23,7.200000,0.000,59
 23,2.860000,0.000,60
114,4.440000,0.000, 1
114,12.730000,0.000, 2
114,12.740000,0.000, 3
114,5.420000,0.000, 4
114,5.330000,0.000, 5
114,6.000000,0.000, 6
114,4.140000,0.000, 7
114,8.860000,0.000, 8
114,3.130000,0.000, 9
114,7.050000,0.000,10
114,4.020000,0.000,11
114,11.330000,0.000,12
114,3.540000,0.000,13
114,3.980000,0.000,14
114,9.500000,0.000,15
114,3.000000,0.000,16
114,4.280000,0.000,17
114,2.300000,0.000,18
114,2.820000,0.000,19
114,5.390000,0.000,20
114,3.720000,0.000,21
114,5.570000,0.000,22
114,9.790000,0.000,23
114,1.750000,0.000,24
114,1.910000,0.000,25
114,7.850000,0.000,26
114,6.230000,0.000,27
114,2.730000,0.000,28
114,5.400000,0.000,29
114,4.220000,0.000,30
114,4.920000,0.000,31
114,3.880000,0.000,32
114,2.750000,0.000,33
114,3.320000,1.000,34
114,8.060000,0.000,35
114,5.490000,0.000,36
114,6.710000,0.000,37
114,4.630000,0.000,38
114,4.310000,0.000,39
114,2.220000,0.000,40
114,7.580000,0.000,41
114,1.640000,0.000,42
114,4.910000,0.000,43
114,8.610000,0.000,44
114,6.590000,0.000,45
114,6.810000,0.000,46
114,2.510000,0.000,47
114,2.420000,0.000,48
114,11.210000,0.000,49
114,6.210000,0.000,50
114,2.940000,0.000,51
114,3.400000,0.000,52
114,2.030000,0.000,53
114,3.850000,0.000,54
114,4.650000,0.000,55
114,4.940000,0.000,57
114,4.070000,0.000,58
114,2.600000,0.000,59
114,3.760000,1.000,60
 56,7.290000,0.000, 1
 56,4.180000,0.000, 2
 56,2.730000,1.000, 3
 56,3.920000,0.000, 4
 56,2.210000,0.000, 5
 56,8.340000,0.000, 6
 56,3.800000,0.000, 7
 56,4.450000,0.000, 8
 56,5.350000,0.000, 9
 56,3.670000,0.000,10
 56,4.580000,0.000,11
 56,3.760000,0.000,12
 56,3.210000,0.000,13
 56,2.210000,1.000,14
 56,4.960000,0.000,15
 56,4.250000,0.000,16
 56,5.680000,0.000,17
 56,19.540000,0.000,18
 56,3.380000,0.000,19
 56,5.330000,1.000,20
 56,3.850000,0.000,21
 56,4.730000,0.000,22
 56,6.760000,0.000,23
 56,4.930000,1.000,24
 56,4.330000,0.000,25
 56,3.720000,0.000,26
 56,3.370000,0.000,27
 56,3.900000,0.000,28
 56,2.820000,0.000,29
 56,2.390000,0.000,30
 56,2.590000,0.000,31
 56,2.600000,0.000,32
 56,2.770000,1.000,33
 56,4.920000,1.000,34
 56,5.390000,1.000,35
 56,4.650000,0.000,36
 56,5.230000,1.000,37
 56,2.810000,1.000,38
 56,4.370000,1.000,39
 56,3.550000,0.000,40
 56,3.240000,0.000,41
 56,7.110000,0.000,42
 56,7.140000,0.000,43
 56,4.390000,0.000,44
 56,2.520000,0.000,45
 56,3.010000,0.000,46
 56,5.930000,0.000,47
 56,3.180000,0.000,48
 56,3.150000,0.000,49
 56,2.020000,1.000,50
 56,2.300000,1.000,51
 56,3.530000,0.000,52
 56,2.630000,0.000,53
 56,1.910000,0.000,54
 19,5.190000,0.000, 1
 19,7.870000,0.000, 2
 19,3.040000,0.000, 3
 19,7.730000,0.000, 4
 19,3.050000,0.000, 5
 19,4.140000,0.000, 6
 19,4.690000,0.000, 7
 19,3.160000,0.000, 8
 19,3.970000,0.000, 9
 19,2.770000,0.000,10
 19,11.000000,0.000,11
 19,8.230000,0.000,12
 19,8.890000,0.000,13
 19,8.530000,0.000,14
 19,1.610000,0.000,15
 19,5.290000,0.000,16
 19,4.410000,0.000,17
 19,4.880000,0.000,18
 19,5.630000,0.000,19
 19,4.760000,0.000,20
 19,1.830000,0.000,21
 19,5.000000,0.000,22
 19,3.750000,0.000,23
 19,3.160000,0.000,24
 19,4.820000,0.000,25
 19,2.620000,0.000,26
 19,3.410000,0.000,27
 19,3.120000,0.000,28
 19,9.570000,0.000,29
 19,5.580000,0.000,30
 19,3.410000,0.000,31
 19,9.510000,0.000,32
 19,2.510000,0.000,33
 19,2.430000,0.000,34
 19,2.490000,0.000,35
 19,8.690000,0.000,36
 19,7.680000,0.000,37
 19,5.960000,0.000,38
 19,2.470000,0.000,39
 19,5.240000,0.000,40
 19,7.130000,0.000,41
 19,8.790000,0.000,42
 19,2.290000,0.000,43
 19,6.890000,0.000,44
 19,3.900000,0.000,45
 19,2.410000,0.000,46
 19,3.680000,0.000,47
 19,9.530000,0.000,49
 19,6.520000,0.000,50
 19,2.250000,0.000,51
 19,5.000000,0.000,52
 19,2.790000,0.000,53
 19,4.040000,0.000,54
 19,2.180000,0.000,55
 19,4.320000,0.000,56
 19,2.810000,0.000,57
 19,5.780000,0.000,58
 19,7.190000,0.000,59
 19,5.670000,0.000,60
  6,10.830000,0.000, 1
  6,2.290000,0.000, 2
  6,1.590000,0.000, 3
  6,1.170000,0.000, 4
  6,1.470000,0.000, 5
  6,4.530000,1.000, 6
  6,2.020000,0.000, 7
  6,3.070000,0.000, 8
  6,1.670000,0.000, 9
  6,2.730000,1.000,10
  6,2.000000,0.000,11
  6,1.450000,0.000,12
  6,1.110000,0.000,13
  6,2.110000,0.000,14
  6,2.500000,1.000,15
  6,1.390000,1.000,16
  6,2.970000,0.000,17
  6,1.390000,0.000,18
  6,2.440000,0.000,19
  6,2.070000,0.000,20
  6,6.130000,0.000,21
  6,3.420000,1.000,22
  6,11.430000,0.000,23
  6,1.830000,0.000,24
  6,1.540000,0.000,25
  6,2.080000,0.000,26
  6,2.150000,0.000,27
  6,2.020000,0.000,28
  6,2.030000,0.000,29
  6,2.780000,1.000,30
  6,2.520000,0.000,31
  6,3.170000,0.000,32
  6,2.170000,0.000,33
  6,2.510000,0.000,34
  6,3.730000,1.000,35
  6,3.690000,0.000,36
  6,2.380000,0.000,37
  6,2.050000,0.000,38
  6,2.000000,0.000,39
  6,2.650000,0.000,40
  6,5.340000,0.000,41
  6,2.190000,0.000,42
  6,6.360000,0.000,43
  6,2.590000,0.000,44
  6,2.080000,0.000,45
  6,2.710000,0.000,46
  6,3.090000,0.000,47
  6,1.740000,0.000,48
  6,2.340000,0.000,49
  6,1.680000,0.000,50
  6,2.570000,0.000,51
  6,2.900000,0.000,52
  6,3.450000,0.000,53
  6,2.040000,0.000,54
  6,2.660000,0.000,55
  6,2.470000,0.000,56
  6,2.780000,0.000,57
  6,2.600000,0.000,58
  6,1.740000,0.000,59
  6,4.000000,0.000,60
 24,3.980000,1.000, 1
 24,4.930000,1.000, 2
 24,6.650000,1.000, 3
 24,3.940000,0.000, 4
 24,4.170000,0.000, 5
 24,3.560000,0.000, 6
 24,4.470000,1.000, 7
 24,4.650000,0.000, 8
 24,2.840000,0.000, 9
 24,3.420000,0.000,10
 24,4.120000,1.000,11
 24,6.730000,1.000,12
 24,3.410000,0.000,13
 24,3.930000,0.000,14
 24,3.160000,1.000,15
 24,3.300000,1.000,16
 24,3.210000,1.000,17
 24,3.550000,0.000,18
 24,4.140000,0.000,19
 24,2.870000,1.000,20
 24,4.520000,1.000,21
 24,2.310000,0.000,22
 24,3.080000,1.000,23
 24,5.670000,0.000,24
 24,2.540000,1.000,25
 24,7.030000,1.000,26
 24,5.360000,1.000,27
 24,4.490000,1.000,28
 24,2.940000,0.000,29
 24,4.310000,0.000,30
 24,3.630000,1.000,31
 24,3.350000,1.000,32
 24,2.900000,0.000,33
 24,7.300000,0.000,34
 24,2.760000,0.000,35
 24,3.100000,0.000,36
 24,8.940000,0.000,37
 24,5.020000,0.000,38
 24,4.850000,0.000,39
 24,2.900000,0.000,40
 24,3.920000,0.000,41
 24,4.810000,0.000,42
 24,5.400000,0.000,43
 24,5.830000,0.000,44
 24,4.900000,0.000,45
 24,2.620000,0.000,46
 24,4.410000,0.000,47
 24,2.440000,1.000,48
 24,12.130000,1.000,49
 24,7.350000,0.000,50
 24,3.920000,0.000,51
 24,4.060000,0.000,52
 24,3.890000,0.000,53
 24,6.490000,0.000,54
 24,4.920000,0.000,55
 24,3.500000,0.000,56
 24,5.110000,0.000,57
 24,8.850000,0.000,58
 24,5.270000,0.000,59
 24,3.950000,0.000,60
126,5.590000,0.000, 1
126,16.420000,0.000, 2
126,25.940000,0.000, 3
126,26.160000,0.000, 4
126,14.730000,1.000, 5
126,13.260000,0.000, 6
126,21.620000,0.000, 7
126,18.740000,0.000, 8
126,22.170000,0.000, 9
126,25.150000,0.000,10
126,27.330000,0.000,11
126,10.940000,0.000,12
126,5.320000,1.000,13
126,23.120000,0.000,14
126,21.510000,0.000,15
126,23.390000,0.000,16
126,25.300000,0.000,17
126,7.890000,0.000,18
126,17.770000,1.000,19
126,23.330000,0.000,20
126,14.370000,0.000,21
126,7.640000,0.000,22
126,9.880000,1.000,23
126,8.650000,0.000,24
126,4.220000,0.000,25
126,14.540000,0.000,26
126,17.270000,0.000,27
126,26.120000,0.000,28
126,6.540000,0.000,29
126,20.630000,0.000,30
126,21.080000,0.000,31
126,15.600000,1.000,32
126,18.540000,0.000,33
126,15.630000,0.000,34
126,9.800000,0.000,35
126,6.820000,0.000,36
126,5.520000,1.000,37
126,4.010000,1.000,38
126,15.940000,1.000,39
126,27.020000,0.000,40
126,6.780000,0.000,41
126,8.080000,0.000,42
126,5.800000,0.000,43
126,5.980000,0.000,44
126,16.250000,0.000,45
126,7.310000,0.000,46
126,3.710000,0.000,47
126,3.550000,0.000,48
126,22.190000,0.000,49
126,4.400000,1.000,50
126,3.380000,0.000,51
126,13.360000,0.000,52
126,12.870000,1.000,53
126,3.240000,0.000,54
126,7.690000,0.000,55
126,14.700000,0.000,56
126,23.740000,0.000,57
126,5.390000,0.000,58
126,4.640000,1.000,59
126,5.010000,0.000,60
117,12.400000,0.000, 1
117,12.170000,0.000, 2
117,6.770000,0.000, 3
117,4.140000,1.000, 4
117,5.870000,1.000, 5
117,8.710000,1.000, 6
117,7.780000,0.000, 7
117,6.630000,0.000, 8
117,12.580000,0.000, 9
117,7.320000,0.000,10
117,4.230000,1.000,11
117,9.060000,0.000,12
117,3.900000,0.000,13
117,5.220000,0.000,14
117,5.600000,1.000,15
117,8.030000,0.000,16
117,5.520000,0.000,17
117,4.510000,0.000,18
117,10.030000,1.000,19
117,4.740000,0.000,20
117,5.890000,0.000,21
117,6.460000,0.000,22
117,4.870000,0.000,23
117,3.850000,0.000,24
117,2.750000,1.000,25
117,3.650000,0.000,26
117,8.740000,0.000,27
117,4.820000,0.000,28
117,3.490000,0.000,29
117,3.470000,0.000,30
117,4.310000,0.000,31
117,4.250000,0.000,32
117,6.810000,0.000,33
117,10.420000,1.000,34
117,8.120000,1.000,35
117,9.810000,0.000,36
117,6.670000,0.000,37
117,4.420000,0.000,38
117,6.490000,0.000,39
117,3.510000,0.000,40
117,3.390000,0.000,41
117,6.840000,1.000,42
117,7.870000,0.000,43
117,4.510000,0.000,44
117,5.020000,0.000,45
117,3.050000,0.000,46
117,5.580000,0.000,47
117,7.950000,0.000,48
117,7.120000,0.000,49
117,3.710000,0.000,50
117,3.260000,0.000,51
117,3.420000,1.000,52
117,3.770000,0.000,53
117,3.310000,1.000,54
117,2.700000,1.000,55
117,2.600000,1.000,56
117,8.510000,1.000,57
117,3.410000,0.000,58
117,3.880000,0.000,59
117,3.040000,0.000,60
162,13.410000,1.000, 1
162,5.720000,0.000, 2
162,5.140000,0.000, 3
162,7.520000,0.000, 4
162,3.710000,0.000, 5
162,6.170000,0.000, 6
162,6.770000,0.000, 7
162,4.020000,0.000, 8
162,3.110000,0.000, 9
162,7.280000,0.000,10
162,3.620000,0.000,11
162,2.940000,0.000,12
162,5.270000,0.000,13
162,2.510000,0.000,14
162,2.460000,0.000,15
162,5.310000,0.000,16
162,14.940000,0.000,17
162,7.760000,0.000,18
162,5.850000,0.000,19
162,2.580000,0.000,20
162,11.270000,0.000,21
162,7.510000,0.000,22
162,7.040000,0.000,23
162,3.600000,0.000,24
162,3.230000,0.000,25
162,2.740000,0.000,26
162,2.670000,0.000,27
162,3.390000,0.000,28
162,8.670000,0.000,29
162,6.830000,0.000,30
162,3.330000,0.000,31
162,4.670000,0.000,32
162,6.210000,0.000,33
162,12.760000,0.000,34
162,9.070000,0.000,35
162,8.670000,0.000,36
162,5.760000,0.000,37
162,9.710000,0.000,38
162,4.240000,0.000,39
162,5.110000,0.000,40
162,16.240000,0.000,41
162,3.850000,0.000,42
162,19.450000,0.000,43
162,3.090000,0.000,44
162,2.170000,0.000,45
162,4.030000,0.000,46
162,3.600000,0.000,47
162,5.140000,0.000,48
162,3.200000,0.000,49
162,4.650000,0.000,50
162,5.300000,0.000,51
162,2.510000,0.000,52
162,5.850000,0.000,53
162,2.640000,0.000,54
162,3.740000,0.000,55
162,14.190000,0.000,56
162,4.460000,0.000,57
162,8.480000,0.000,58
162,2.650000,0.000,59
162,3.010000,0.000,60
159,2.950000,0.000, 1
159,3.910000,0.000, 2
159,7.940000,0.000, 3
159,2.770000,0.000, 4
159,3.920000,0.000, 5
159,2.900000,0.000, 6
159,1.700000,0.000, 7
159,4.450000,0.000, 8
159,4.160000,0.000, 9
159,5.360000,0.000,10
159,7.800000,0.000,11
159,5.840000,0.000,12
159,5.530000,0.000,13
159,2.900000,0.000,14
159,3.060000,0.000,15
159,3.120000,0.000,16
159,3.900000,0.000,17
159,2.630000,0.000,18
159,5.090000,0.000,19
159,2.210000,0.000,20
159,2.520000,0.000,21
159,2.840000,0.000,22
159,1.700000,0.000,23
159,2.040000,0.000,24
159,2.110000,0.000,25
159,4.110000,0.000,26
159,4.310000,0.000,27
159,1.590000,0.000,28
159,3.200000,0.000,29
159,3.250000,0.000,30
159,4.870000,0.000,31
159,3.250000,0.000,32
159,5.430000,0.000,33
159,7.400000,0.000,34
159,3.830000,0.000,35
159,1.380000,0.000,36
159,2.550000,0.000,37
159,4.080000,0.000,38
159,1.950000,0.000,39
159,2.260000,0.000,40
159,2.040000,0.000,41
159,4.260000,0.000,42
159,8.230000,0.000,43
159,6.270000,0.000,44
159,2.370000,0.000,45
159,7.590000,0.000,46
159,3.700000,0.000,47
159,8.600000,0.000,48
159,3.980000,0.000,49
159,3.050000,0.000,50
159,3.560000,0.000,51
159,3.420000,0.000,52
159,5.550000,0.000,53
159,2.710000,0.000,54
159,1.510000,0.000,55
159,1.580000,0.000,56
159,3.400000,0.000,57
159,1.910000,0.000,58
159,3.050000,0.000,59
159,1.750000,0.000,60
 72,4.020000,0.000, 1
 72,6.970000,0.000, 2
 72,4.290000,0.000, 3
 72,1.550000,0.000, 4
 72,2.300000,0.000, 5
 72,4.280000,0.000, 6
 72,1.920000,0.000, 7
 72,6.540000,0.000, 8
 72,2.340000,0.000, 9
 72,1.820000,0.000,10
 72,2.240000,0.000,11
 72,1.930000,0.000,12
 72,1.610000,0.000,13
 72,4.410000,0.000,14
 72,2.350000,0.000,15
 72,2.720000,0.000,16
 72,1.870000,1.000,17
 72,3.570000,0.000,18
 72,2.990000,1.000,19
 72,2.880000,0.000,20
 72,3.030000,0.000,21
 72,2.100000,0.000,22
 72,1.330000,0.000,23
 72,1.060000,0.000,24
 72,4.980000,0.000,25
 72,3.100000,0.000,26
 72,2.830000,1.000,27
 72,4.550000,0.000,28
 72,2.840000,0.000,29
 72,1.620000,0.000,30
 72,2.200000,0.000,31
 72,4.890000,1.000,32
 72,1.470000,1.000,33
 72,1.310000,1.000,34
 72,3.990000,0.000,35
 72,2.190000,0.000,36
 72,2.690000,1.000,37
 72,2.320000,1.000,38
 72,2.000000,1.000,39
 72,2.060000,0.000,40
 72,2.450000,0.000,41
 72,1.130000,0.000,42
 72,19.320000,0.000,43
 72,3.310000,0.000,44
 72,3.390000,0.000,45
 72,1.380000,0.000,46
 72,2.400000,0.000,47
 72,2.260000,1.000,48
 72,6.680000,0.000,49
 72,0.990000,0.000,50
 72,1.180000,0.000,51
 72,1.820000,0.000,52
 72,1.610000,0.000,53
 72,1.460000,0.000,54
 72,1.360000,0.000,55
 72,2.360000,0.000,56
 72,1.300000,0.000,57
 72,5.480000,1.000,58
 72,1.260000,1.000,59
 72,1.440000,1.000,60
 70,12.550000,0.000, 1
 70,8.850000,1.000, 2
 70,4.690000,1.000, 3
 70,5.690000,0.000, 4
 70,4.180000,0.000, 5
 70,3.820000,0.000, 6
 70,4.070000,0.000, 7
 70,10.130000,0.000, 8
 70,9.260000,1.000, 9
 70,5.520000,1.000,10
 70,8.530000,0.000,11
 70,4.550000,0.000,12
 70,3.870000,0.000,13
 70,6.710000,0.000,14
 70,7.960000,0.000,16
 70,6.310000,1.000,17
 70,5.810000,1.000,18
 70,5.170000,0.000,19
 70,4.470000,0.000,20
 70,9.180000,0.000,21
 70,6.230000,1.000,22
 70,3.480000,1.000,23
 70,9.070000,1.000,24
 70,3.340000,0.000,25
 70,4.080000,0.000,26
 70,10.230000,0.000,27
 70,9.400000,0.000,28
 70,2.970000,1.000,29
 70,3.500000,1.000,30
 70,5.770000,1.000,31
 70,3.050000,0.000,32
 70,4.920000,0.000,33
 70,7.240000,0.000,34
 70,6.020000,0.000,35
 70,3.330000,0.000,36
 70,2.790000,1.000,37
 70,3.160000,1.000,38
 70,2.990000,1.000,39
 70,3.060000,1.000,40
 70,3.090000,1.000,41
 70,3.070000,1.000,42
 70,3.510000,1.000,43
 70,3.870000,1.000,44
 70,3.010000,1.000,45
 70,2.430000,1.000,46
 70,3.440000,1.000,47
 70,3.340000,1.000,48
 70,3.990000,0.000,49
 70,3.670000,0.000,50
 70,4.030000,0.000,51
 70,3.780000,0.000,52
 70,3.340000,0.000,53
 70,2.940000,0.000,54
 70,3.290000,0.000,55
 70,2.320000,0.000,56
 70,2.480000,0.000,57
 70,2.520000,0.000,58
 70,2.380000,0.000,59
 70,10.030000,0.000,60
 61,6.490000,0.000, 1
 61,4.090000,0.000, 2
 61,3.240000,0.000, 3
 61,1.690000,0.000, 4
 61,4.470000,0.000, 5
 61,4.580000,0.000, 6
 61,3.330000,0.000, 7
 61,2.160000,0.000, 8
 61,1.960000,0.000, 9
 61,2.500000,0.000,10
 61,1.970000,0.000,11
 61,2.460000,0.000,12
 61,3.220000,0.000,13
 61,2.290000,0.000,14
 61,1.950000,0.000,15
 61,1.650000,0.000,16
 61,2.040000,0.000,17
 61,5.150000,0.000,18
 61,2.860000,0.000,19
 61,1.770000,0.000,20
 61,3.190000,0.000,21
 61,2.060000,0.000,22
 61,2.820000,0.000,23
 61,2.400000,0.000,24
 61,1.940000,0.000,25
 61,2.620000,0.000,26
 61,2.640000,0.000,27
 61,4.460000,0.000,28
 61,1.850000,0.000,29
 61,2.160000,0.000,30
 61,7.610000,0.000,31
 61,2.580000,0.000,32
 61,1.410000,0.000,33
 61,5.930000,0.000,34
 61,1.550000,0.000,35
 61,2.060000,0.000,36
 61,2.760000,0.000,37
 61,2.020000,0.000,38
 61,2.320000,0.000,39
 61,2.440000,0.000,40
 61,3.370000,0.000,41
 61,1.630000,0.000,42
 61,1.870000,0.000,43
 61,1.880000,0.000,44
 61,2.020000,0.000,45
 61,2.990000,0.000,46
 61,1.540000,0.000,47
 61,3.740000,0.000,48
 61,2.210000,0.000,49
 61,2.750000,0.000,50
 61,1.560000,0.000,51
 61,2.450000,0.000,52
 61,3.590000,0.000,53
 61,1.780000,0.000,54
 61,1.710000,0.000,55
 61,2.760000,0.000,56
 61,5.270000,0.000,57
 61,2.880000,0.000,58
 61,1.960000,0.000,59
 61,4.470000,0.000,60
138,5.540000,0.000, 1
138,3.020000,0.000, 2
138,4.450000,0.000, 3
138,3.850000,0.000, 4
138,2.410000,0.000, 5
138,1.770000,0.000, 6
138,2.300000,0.000, 7
138,3.910000,0.000, 8
138,4.200000,0.000, 9
138,5.000000,0.000,10
138,2.500000,0.000,11
138,2.480000,0.000,12
138,4.900000,0.000,13
138,3.540000,0.000,14
138,5.860000,0.000,15
138,7.020000,0.000,16
138,5.020000,0.000,17
138,4.070000,0.000,18
138,4.390000,0.000,19
138,4.590000,0.000,20
138,6.000000,0.000,21
138,3.870000,0.000,22
138,5.160000,0.000,23
138,4.970000,0.000,24
138,4.410000,0.000,25
138,3.400000,0.000,26
138,8.950000,0.000,27
138,4.580000,0.000,28
138,3.350000,0.000,29
138,5.040000,0.000,30
138,9.250000,0.000,31
138,9.420000,0.000,32
138,5.670000,0.000,33
138,7.880000,0.000,34
138,10.730000,0.000,35
138,7.130000,0.000,36
138,4.920000,0.000,37
138,10.550000,0.000,38
138,9.790000,0.000,39
138,5.240000,0.000,40
138,10.900000,0.000,41
138,10.080000,0.000,42
138,4.220000,0.000,43
138,3.480000,0.000,44
138,7.730000,0.000,45
138,5.380000,0.000,46
138,4.420000,0.000,47
138,4.880000,0.000,48
138,3.280000,0.000,49
138,5.880000,0.000,50
138,4.550000,0.000,51
138,6.710000,0.000,52
138,3.480000,0.000,53
138,3.590000,0.000,54
138,4.420000,0.000,55
