round user time_start time_end time_php time_js
1 usuario20 1543156305.07 1543156310.65 5573.60005379 5513
1 usuario12 1543156305.03 1543156317.11 12073.4000206 11985
1 usuario29 1543156305.58 1543156319.1 13518.999815 13427
1 usuario21 1543156305.16 1543156317.7 12540.7001972 12436
1 usuario32 1543156304.7 1543156316.03 11334.5999718 11245
1 usuario16 1543156304.97 1543156312.39 7422.10006714 7304
1 usuario36 1543156304.98 1543156316.14 11165.7998562 11067
1 usuario2 1543156305.48 1543156311.81 6328.00006866 6273
1 usuario13 1543156305.24 1543156311.61 6363.49987984 6306
1 usuario10 1543156304.84 1543156310.59 5750.40006638 5698
1 usuario7 1543156305.57 1543156312.24 6664.39986229 6311
1 usuario14 1543156305.58 1543156312.89 7303.1001091 7208
1 usuario17 1543156305.62 1543156310.3 4685.0001812 4629
1 usuario9 1543156304.77 1543156309.15 4372.40004539 4315
1 usuario19 1543156305.25 1543156310.88 5630.90014458 5577
1 usuario23 1543156305.42 1543156314.03 8613.10005188 8503
1 usuario33 1543156304.67 1543156317.26 12584.5000744 12496
1 usuario30 1543156305.51 1543156315.97 10455.9998512 10373
1 usuario24 1543156305.43 1543156309.98 4548.30002785 4494
1 usuario8 1543156304.99 1543156311.52 6527.40001678 6439
1 usuario15 1543156305.05 1543156318.93 13885.2000237 13790
1 usuario1 1543156305.15 1543156315.15 9999.00007248 9913
1 usuario34 1543156305.15 1543156310.39 5237.60008812 5162
1 usuario26 1543156304.68 1543156319.08 14398.0998993 14298
1 usuario5 1543156305.12 1543156336.0 30884.7000599 30792
1 usuario3 1543156305.04 1543156311.41 6369.19999123 6283
1 usuario28 1543156305.11 1543156315.34 10229.7999859 10140
1 usuario35 1543156305.1 1543156313.81 8712.39995956 8629
1 usuario11 1543156305.29 1543156320.78 15490.5998707 15401
1 usuario25 1543156305.03 1543156314.96 9921.99993134 9833
1 usuario6 1543156305.63 1543156309.97 4333.19997787 4285
1 usuario27 1543156304.67 1543156313.72 9047.90019989 8954
1 usuario4 1543156304.92 1543156311.39 6462.10002899 6377
1 usuario18 1543156304.71 1543156308.45 3742.40016937 3678
1 usuario22 1543156304.84 1543156312.64 7805.70006371 7762
1 usuario31 1543156304.77 1543156317.27 12497.2000122 12398
2 usuario20 1543156336.76 1543156343.21 6451.79986954 6358
2 usuario12 1543156337.0 1543156340.51 3507.49993324 3461
2 usuario29 1543156336.89 1543156346.62 9728.60002518 9636
2 usuario21 1543156337.6 1543156346.23 8631.9000721 8531
2 usuario32 1543156337.04 1543156341.9 4855.89981079 4805
2 usuario16 1543156337.48 1543156343.86 6378.20005417 6228
2 usuario36 1543156337.16 1543156345.06 7894.90008354 7844
2 usuario2 1543156336.94 1543156358.57 21633.4998608 21543
2 usuario13 1543156337.69 1543156344.22 6535.10022163 6438
2 usuario10 1543156337.66 1543156342.64 4974.0998745 4932
2 usuario7 1543156337.3 1543156349.14 11834.7001076 11742
2 usuario14 1543156337.07 1543156346.99 9918.10011864 9818
2 usuario17 1543156337.45 1543156343.94 6485.59999466 6401
2 usuario9 1543156337.38 1543156343.04 5651.00002289 5571
2 usuario19 1543156337.29 1543156342.48 5192.60001183 5101
2 usuario23 1543156337.04 1543156345.49 8457.40008354 8368
2 usuario33 1543156337.29 1543156355.51 18219.0999985 18119
2 usuario30 1543156336.91 1543156343.94 7030.09986877 6988
2 usuario24 1543156337.25 1543156344.87 7612.79988289 7540
2 usuario8 1543156337.62 1543156344.51 6886.50012016 6790
2 usuario15 1543156336.71 1543156355.18 18468.8999653 18374
2 usuario1 1543156337.1 1543156347.09 9989.79997635 9894
2 usuario34 1543156337.5 1543156341.71 4211.29989624 4170
2 usuario26 1543156336.92 1543156342.23 5311.49983406 5211
2 usuario5 1543156337.14 1543156346.94 9796.70000076 9716
2 usuario3 1543156337.55 1543156343.24 5688.99989128 5608
2 usuario28 1543156337.3 1543156347.82 10520.9999084 10427
2 usuario35 1543156336.88 1543156343.51 6635.49995422 6592
2 usuario11 1543156337.61 1543156344.16 6548.49982262 6454
2 usuario25 1543156336.96 1543156342.66 5699.59998131 5658
2 usuario6 1543156337.27 1543156341.22 3952.30007172 3914
2 usuario27 1543156336.71 1543156342.41 5698.49991798 5660
2 usuario4 1543156337.47 1543156347.46 9985.39996147 9891
2 usuario18 1543156336.68 1543156367.07 30384.2999935 30296
2 usuario22 1543156336.67 1543156343.54 6873.29983711 6824
2 usuario31 1543156337.14 1543156342.53 5397.50003815 5321
3 usuario20 1543156368.22 1543156372.67 4446.00009918 4404
3 usuario12 1543156368.76 1543156371.96 3196.19989395 3153
3 usuario29 1543156368.61 1543156382.17 13566.9000149 13474
3 usuario21 1543156368.19 1543156373.96 5765.59996605 5718
3 usuario32 1543156368.05 1543156371.94 3887.00008392 3840
3 usuario16 1543156367.95 1543156373.29 5340.09981155 5299
3 usuario36 1543156368.22 1543156371.23 3003.29995155 2955
3 usuario2 1543156368.01 1543156376.68 8671.70000076 8577
3 usuario13 1543156368.26 1543156375.38 7127.4998188 7019
3 usuario10 1543156368.7 1543156372.97 4274.99985695 4238
3 usuario7 1543156367.91 1543156378.1 10188.6999607 10088
3 usuario14 1543156368.02 1543156373.88 5859.89999771 5814
3 usuario17 1543156368.08 1543156371.7 3622.80011177 3582
3 usuario9 1543156368.16 1543156372.32 4156.10003471 4112
3 usuario19 1543156368.61 1543156375.61 6994.4999218 6901
3 usuario23 1543156368.44 1543156373.96 5522.09997177 5482
3 usuario33 1543156368.13 1543156378.94 10808.9001179 10715
3 usuario30 1543156367.95 1543156371.27 3326.10011101 3286
3 usuario24 1543156367.89 1543156370.28 2390.10000229 2347
3 usuario8 1543156368.52 1543156374.25 5729.5999527 5689
3 usuario15 1543156367.78 1543156388.45 20669.3999767 20570
3 usuario1 1543156367.94 1543156378.32 10381.9000721 10288
3 usuario34 1543156367.74 1543156371.29 3555.80019951 3518
3 usuario26 1543156368.47 1543156372.99 4518.59998703 4471
3 usuario5 1543156367.81 1543156383.45 15639.1999722 15542
3 usuario3 1543156368.27 1543156373.88 5608.700037 5568
3 usuario28 1543156368.7 1543156386.91 18203.7000656 18084
3 usuario35 1543156368.55 1543156372.92 4367.90013313 4326
3 usuario11 1543156368.2 1543156372.99 4792.60015488 4747
3 usuario25 1543156367.88 1543156371.02 3140.10000229 3100
3 usuario6 1543156368.32 1543156372.96 4635.9000206 4593
3 usuario27 1543156368.43 1543156372.5 4066.4999485 4024
3 usuario4 1543156368.35 1543156373.33 4979.5999527 4934
3 usuario18 1543156368.17 1543156380.21 12042.9000854 11964
3 usuario22 1543156368.7 1543156375.35 6643.39995384 6609
3 usuario31 1543156368.53 1543156374.37 5842.79990196 5746
4 usuario20 1543156389.37 1543156394.02 4648.19979668 4611
4 usuario12 1543156389.73 1543156392.88 3149.10006523 3104
4 usuario29 1543156389.52 1543156404.39 14872.2000122 14778
4 usuario21 1543156389.69 1543156392.93 3237.29991913 3195
