round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario5 D ['usuario26'] C 4 13421.4999676 13331 user
1 usuario26 C ['usuario5'] D 0 9219.09999847 9127 user
1 usuario25 C ['usuario3'] C 3 8560.40000916 8474 user
1 usuario3 C ['usuario25'] C 3 19712.6998901 19608 user
1 usuario36 D ['usuario13'] C 4 10626.8000603 10536 user
1 usuario13 C ['usuario36'] D 0 11676.4998436 11529 user
1 usuario32 C ['usuario23'] C 3 6046.00000381 5939 user
1 usuario23 C ['usuario32'] C 3 47023.8001347 46919 user
1 usuario34 D ['usuario29'] D 1 25139.0001774 25029 user
1 usuario29 D ['usuario34'] D 1 7316.29991531 7252 user
1 usuario31 C ['usuario12'] C 3 10155.9998989 10055 user
1 usuario12 C ['usuario31'] C 3 6853.60002518 6805 user
1 usuario20 D ['usuario18'] C 4 14847.39995 14762 user
1 usuario18 C ['usuario20'] D 0 13779.4001102 13671 user
1 usuario16 D ['usuario10'] C 4 9698.49991798 9590 user
1 usuario10 C ['usuario16'] D 0 6551.10001564 6482 user
1 usuario1 C ['usuario7'] D 0 17999.3000031 17917 user
1 usuario7 D ['usuario1'] C 4 9277.09984779 9188 user
1 usuario11 D ['usuario30'] C 4 7504.29987907 7418 user
1 usuario30 C ['usuario11'] D 0 8750.40006638 8642 user
1 usuario33 D ['usuario15'] C 4 11572.7000237 11434 user
1 usuario15 C ['usuario33'] D 0 10972.0001221 10840 user
1 usuario27 C ['usuario14'] D 0 8813.8999939 8715 user
1 usuario14 D ['usuario27'] C 4 25204.2999268 25052 user
1 usuario2 C ['usuario28'] D 0 12513.4999752 12402 user
1 usuario28 D ['usuario2'] C 4 8401.59988403 8316 user
1 usuario24 D ['usuario17'] C 4 8654.00004387 8559 user
1 usuario17 C ['usuario24'] D 0 12145.6999779 12030 user
1 usuario6 C ['usuario19'] C 3 13419.1999435 13323 user
1 usuario19 C ['usuario6'] C 3 5171.00000381 5059 user
1 usuario35 C ['usuario4'] C 3 6015.70010185 5954 user
1 usuario4 C ['usuario35'] C 3 10137.5999451 9973 user
1 usuario22 D ['usuario8'] D 1 3263.79990578 3203 user
1 usuario8 D ['usuario22'] D 1 4700.70004463 4634 user
1 usuario21 C ['usuario9'] C 3 10022.0999718 9929 user
1 usuario9 C ['usuario21'] C 3 7082.00001717 6994 user
2 usuario5 C ['usuario26'] D 0 7687.70003319 7606 user
2 usuario26 D ['usuario5'] C 4 6640.79999924 6543 user
2 usuario25 D ['usuario3'] C 4 4531.1999321 4495 user
2 usuario3 C ['usuario25'] D 0 4336.60006523 4288 user
2 usuario36 D ['usuario13'] C 4 8321.30002975 8221 user
2 usuario13 C ['usuario36'] D 0 9693.30000877 9592 user
2 usuario32 C ['usuario23'] C 3 8799.60012436 8729 user
2 usuario23 C ['usuario32'] C 3 4999.09996986 4957 user
2 usuario34 D ['usuario29'] C 4 15121.0999489 15053 user
2 usuario29 C ['usuario34'] D 0 20037.4999046 19942 user
2 usuario31 D ['usuario12'] D 1 15896.3000774 15807 user
2 usuario12 D ['usuario31'] D 1 6644.00005341 6596 user
2 usuario20 C ['usuario18'] D 0 8502.89988518 8409 user
2 usuario18 D ['usuario20'] C 4 5244.80009079 5200 user
2 usuario16 D ['usuario10'] C 4 7325.50001144 7231 user
2 usuario10 C ['usuario16'] D 0 7810.59980392 7769 user
2 usuario1 D ['usuario7'] D 1 22333.1999779 22254 user
2 usuario7 D ['usuario1'] D 1 10309.5002174 10215 user
2 usuario11 D ['usuario30'] C 4 12043.900013 11942 user
2 usuario30 C ['usuario11'] D 0 23056.4000607 22970 user
2 usuario33 D ['usuario15'] C 4 4166.59998894 4126 user
2 usuario15 C ['usuario33'] D 0 10303.2000065 10210 user
2 usuario27 D ['usuario14'] C 4 10524.900198 10454 user
2 usuario14 C ['usuario27'] D 0 10773.5002041 10677 user
2 usuario2 C ['usuario28'] C 3 6225.69990158 6121 user
2 usuario28 C ['usuario2'] C 3 11281.5999985 11201 user
2 usuario24 C ['usuario17'] D 0 5326.79986954 5233 user
2 usuario17 D ['usuario24'] C 4 11894.1998482 11793 user
2 usuario6 C ['usuario19'] D 0 6709.70010757 6662 user
2 usuario19 D ['usuario6'] C 4 5647.20010757 5616 user
2 usuario35 D ['usuario4'] D 1 7387.09998131 7338 user
2 usuario4 D ['usuario35'] D 1 8982.20014572 8904 user
2 usuario22 C ['usuario8'] D 0 4299.99995232 4257 user
2 usuario8 D ['usuario22'] C 4 7730.10015488 7659 user
2 usuario21 C ['usuario9'] D 0 9583.89997482 9489 user
2 usuario9 D ['usuario21'] C 4 6280.20000458 6232 user
3 usuario5 D ['usuario26'] D 1 4796.79989815 4750 user
3 usuario26 D ['usuario5'] D 1 5731.50014877 5633 user
3 usuario25 D ['usuario3'] D 1 14159.6999168 14063 user
3 usuario3 D ['usuario25'] D 1 1494.19999123 1451 user
3 usuario36 D ['usuario13'] C 4 4911.99994087 4862 user
3 usuario13 C ['usuario36'] D 0 7571.79999352 7471 user
3 usuario32 C ['usuario23'] C 3 6325.19984245 6220 user
3 usuario23 C ['usuario32'] C 3 3830.70015907 3787 user
3 usuario34 D ['usuario29'] D 1 22122.9999065 22019 user
3 usuario29 D ['usuario34'] D 1 5755.59997559 5726 user
3 usuario31 C ['usuario12'] D 0 9316.79987907 9243 user
3 usuario12 D ['usuario31'] C 4 6783.49995613 6695 user
3 usuario20 D ['usuario18'] C 4 9125.99992752 9030 user
3 usuario18 C ['usuario20'] D 0 3303.80010605 3265 user
3 usuario16 D ['usuario10'] D 1 4043.20001602 4011 user
3 usuario10 D ['usuario16'] D 1 3541.60022736 3502 user
3 usuario1 D ['usuario7'] D 1 11248.6000061 11162 user
3 usuario7 D ['usuario1'] D 1 8587.10002899 8482 user
3 usuario11 C ['usuario30'] C 3 17634.0999603 17541 user
3 usuario30 C ['usuario11'] C 3 20560.5998039 20486 user
3 usuario33 D ['usuario15'] D 1 19878.5998821 19787 user
3 usuario15 D ['usuario33'] D 1 4848.89984131 4811 user
3 usuario27 C ['usuario14'] C 3 5976.19986534 5937 user
3 usuario14 C ['usuario27'] C 3 7935.49990654 7859 user
3 usuario2 C ['usuario28'] D 0 11003.2000542 10895 user
3 usuario28 D ['usuario2'] C 4 5035.59994698 4996 user
3 usuario24 D ['usuario17'] D 1 4792.79994965 4749 user
3 usuario17 D ['usuario24'] D 1 12197.3998547 12102 user
3 usuario6 D ['usuario19'] C 4 4627.4998188 4573 user
3 usuario19 C ['usuario6'] D 0 6166.90015793 6073 user
3 usuario35 D ['usuario4'] D 1 5697.99995422 5604 user
3 usuario4 D ['usuario35'] D 1 6551.19991302 6463 user
3 usuario22 D ['usuario8'] D 1 4543.80011559 4498 user
3 usuario8 D ['usuario22'] D 1 6698.69995117 6609 user
3 usuario21 C ['usuario9'] D 0 22895.1001167 22787 user
3 usuario9 D ['usuario21'] C 4 4752.30002403 4711 user
4 usuario5 D ['usuario26'] C 4 2343.19996834 2295 user
4 usuario26 C ['usuario5'] D 0 4123.80003929 4085 user
4 usuario25 C ['usuario3'] D 0 6372.80011177 6280 user
4 usuario3 D ['usuario25'] C 4 814.499855042 785 user
4 usuario36 C ['usuario13'] C 3 6873.99983406 6778 user
4 usuario13 C ['usuario36'] C 3 3785.89987755 3732 user
4 usuario32 C ['usuario23'] C 3 3450.40011406 3408 user
4 usuario23 C ['usuario32'] C 3 4693.30000877 4647 user
4 usuario34 C ['usuario29'] D 0 4950.79994202 4907 user
4 usuario29 D ['usuario34'] C 4 2367.20013618 2339 user
4 usuario31 C ['usuario12'] C 3 8935.69993973 8846 user
4 usuario12 C ['usuario31'] C 3 15931.9000244 15832 user
4 usuario20 D ['usuario18'] C 4 7991.00017548 7899 user
4 usuario18 C ['usuario20'] D 0 2354.69985008 2301 user
4 usuario16 D ['usuario10'] D 1 2370.40019035 2330 user
4 usuario10 D ['usuario16'] D 1 2515.20013809 2467 user
4 usuario1 C ['usuario7'] D 0 21150.3000259 21053 user
4 usuario7 D ['usuario1'] C 4 4608.90007019 4559 user
4 usuario11 C ['usuario30'] C 3 4286.40007973 4248 user
4 usuario30 C ['usuario11'] C 3 14565.7999516 14476 user
4 usuario33 D ['usuario15'] C 4 8221.59981728 8125 user
4 usuario15 C ['usuario33'] D 0 10745.5999851 10652 user
4 usuario27 D ['usuario14'] D 1 2917.0999527 2874 user
4 usuario14 D ['usuario27'] D 1 12342.2000408 12244 user
4 usuario2 C ['usuario28'] D 0 4676.10001564 4639 user
4 usuario28 D ['usuario2'] C 4 3668.99991035 3624 user
4 usuario24 D ['usuario17'] C 4 4047.6000309 4003 user
4 usuario17 C ['usuario24'] D 0 4916.49985313 4873 user
4 usuario6 D ['usuario19'] D 1 6376.49989128 6263 user
4 usuario19 D ['usuario6'] D 1 3028.50008011 2988 user
4 usuario35 C ['usuario4'] C 3 3837.49985695 3795 user
4 usuario4 C ['usuario35'] C 3 8711.79986 8616 user
4 usuario22 D ['usuario8'] D 1 4453.59992981 4415 user
4 usuario8 D ['usuario22'] D 1 4720.60012817 4679 user
4 usuario21 D ['usuario9'] D 1 19403.1000137 19320 user
4 usuario9 D ['usuario21'] D 1 6629.40001488 6537 user
5 usuario5 D ['usuario26'] C 4 4832.20005035 4803 user
5 usuario26 C ['usuario5'] D 0 4381.99996948 4341 user
5 usuario25 C ['usuario3'] C 3 12210.5998993 12116 user
5 usuario3 C ['usuario25'] C 3 1634.29999352 1585 user
5 usuario36 D ['usuario13'] C 4 4884.79995728 4846 user
5 usuario13 C ['usuario36'] D 0 3747.30014801 3697 user
5 usuario32 D ['usuario23'] D 1 11701.9000053 11602 user
5 usuario23 D ['usuario32'] D 1 6496.09994888 6405 user
5 usuario34 D ['usuario29'] D 1 17690.6001568 17588 user
5 usuario29 D ['usuario34'] D 1 7361.80019379 7268 user
5 usuario31 D ['usuario12'] C 4 17213.9999866 17116 user
5 usuario12 C ['usuario31'] D 0 6586.8999958 6485 user
5 usuario20 C ['usuario18'] D 0 6007.10010529 5968 user
5 usuario18 D ['usuario20'] C 4 2628.60012054 2587 user
5 usuario16 D ['usuario10'] D 1 3942.10004807 3903 user
5 usuario10 D ['usuario16'] D 1 3881.20007515 3841 user
5 usuario1 C ['usuario7'] D 0 4233.99996758 4192 user
5 usuario7 D ['usuario1'] C 4 3870.10002136 3806 user
5 usuario11 D ['usuario30'] D 1 10875.7998943 10784 user
5 usuario30 D ['usuario11'] D 1 26798.0999947 26689 user
5 usuario33 D ['usuario15'] D 1 3907.99999237 3862 user
5 usuario15 D ['usuario33'] D 1 3426.60021782 3387 user
5 usuario27 C ['usuario14'] C 3 3985.49985886 3947 user
5 usuario14 C ['usuario27'] C 3 4684.19981003 4636 user
5 usuario2 D ['usuario28'] C 4 9320.60003281 9214 user
5 usuario28 C ['usuario2'] D 0 5425.49991608 5332 user
5 usuario24 C ['usuario17'] C 3 2638.4999752 2597 user
5 usuario17 C ['usuario24'] C 3 3741.09983444 3699 user
5 usuario6 D ['usuario19'] D 1 1761.29984856 1704 user
5 usuario19 D ['usuario6'] D 1 3149.60002899 3106 user
5 usuario35 C ['usuario4'] C 3 6738.49987984 6643 user
