round user time_start time_end time_php time_js
1 usuario5 1543140592.73 1543140606.15 13421.4999676 13331
1 usuario26 1543140593.14 1543140602.36 9219.09999847 9127
1 usuario25 1543140592.69 1543140601.25 8560.40000916 8474
1 usuario3 1543140592.62 1543140612.34 19712.6998901 19608
1 usuario36 1543140592.94 1543140603.57 10626.8000603 10536
1 usuario13 1543140592.7 1543140604.38 11676.4998436 11529
1 usuario32 1543140592.33 1543140598.38 6046.00000381 5939
1 usuario23 1543140593.12 1543140640.15 47023.8001347 46919
1 usuario34 1543140592.2 1543140617.33 25139.0001774 25029
1 usuario29 1543140592.84 1543140600.16 7316.29991531 7252
1 usuario31 1543140592.29 1543140602.44 10155.9998989 10055
1 usuario12 1543140592.57 1543140599.43 6853.60002518 6805
1 usuario20 1543140593.08 1543140607.92 14847.39995 14762
1 usuario18 1543140592.12 1543140605.9 13779.4001102 13671
1 usuario16 1543140592.73 1543140602.43 9698.49991798 9590
1 usuario10 1543140592.81 1543140599.36 6551.10001564 6482
1 usuario1 1543140592.2 1543140610.2 17999.3000031 17917
1 usuario7 1543140593.0 1543140602.28 9277.09984779 9188
1 usuario11 1543140593.11 1543140600.61 7504.29987907 7418
1 usuario30 1543140592.65 1543140601.4 8750.40006638 8642
1 usuario33 1543140592.52 1543140604.09 11572.7000237 11434
1 usuario15 1543140592.75 1543140603.72 10972.0001221 10840
1 usuario27 1543140592.44 1543140601.26 8813.8999939 8715
1 usuario14 1543140592.64 1543140617.85 25204.2999268 25052
1 usuario2 1543140592.98 1543140605.5 12513.4999752 12402
1 usuario28 1543140592.59 1543140600.99 8401.59988403 8316
1 usuario24 1543140593.04 1543140601.69 8654.00004387 8559
1 usuario17 1543140592.87 1543140605.02 12145.6999779 12030
1 usuario6 1543140592.9 1543140606.32 13419.1999435 13323
1 usuario19 1543140593.04 1543140598.21 5171.00000381 5059
1 usuario35 1543140592.24 1543140598.26 6015.70010185 5954
1 usuario4 1543140592.61 1543140602.74 10137.5999451 9973
1 usuario22 1543140592.42 1543140595.69 3263.79990578 3203
1 usuario8 1543140592.98 1543140597.68 4700.70004463 4634
1 usuario21 1543140592.96 1543140602.98 10022.0999718 9929
1 usuario9 1543140592.29 1543140599.37 7082.00001717 6994
2 usuario5 1543140641.87 1543140649.56 7687.70003319 7606
2 usuario26 1543140642.03 1543140648.68 6640.79999924 6543
2 usuario25 1543140641.85 1543140646.38 4531.1999321 4495
2 usuario3 1543140641.8 1543140646.14 4336.60006523 4288
2 usuario36 1543140641.37 1543140649.69 8321.30002975 8221
2 usuario13 1543140642.18 1543140651.87 9693.30000877 9592
2 usuario32 1543140642.14 1543140650.94 8799.60012436 8729
2 usuario23 1543140641.26 1543140646.26 4999.09996986 4957
2 usuario34 1543140641.37 1543140656.49 15121.0999489 15053
2 usuario29 1543140641.91 1543140661.95 20037.4999046 19942
2 usuario31 1543140642.03 1543140657.93 15896.3000774 15807
2 usuario12 1543140641.26 1543140647.9 6644.00005341 6596
2 usuario20 1543140641.25 1543140649.75 8502.89988518 8409
2 usuario18 1543140641.49 1543140646.73 5244.80009079 5200
2 usuario16 1543140642.04 1543140649.37 7325.50001144 7231
2 usuario10 1543140642.13 1543140649.95 7810.59980392 7769
2 usuario1 1543140641.6 1543140663.93 22333.1999779 22254
2 usuario7 1543140641.26 1543140651.57 10309.5002174 10215
2 usuario11 1543140641.37 1543140653.41 12043.900013 11942
2 usuario30 1543140642.03 1543140665.09 23056.4000607 22970
2 usuario33 1543140641.74 1543140645.91 4166.59998894 4126
2 usuario15 1543140641.29 1543140651.59 10303.2000065 10210
2 usuario27 1543140641.85 1543140652.38 10524.900198 10454
2 usuario14 1543140642.04 1543140652.81 10773.5002041 10677
2 usuario2 1543140641.51 1543140647.74 6225.69990158 6121
2 usuario28 1543140641.66 1543140652.94 11281.5999985 11201
2 usuario24 1543140641.53 1543140646.85 5326.79986954 5233
2 usuario17 1543140641.67 1543140653.56 11894.1998482 11793
2 usuario6 1543140641.16 1543140647.87 6709.70010757 6662
2 usuario19 1543140642.04 1543140647.68 5647.20010757 5616
